,Title,Datetime,Source,URL,Search
17,Metro Health reports 10 more novel coronavirus deaths in Bexar County but five straight days of fewer people with the virus in hospitals,2020-08-07 22:00:00 UTC,San Antonio Express-News,https://www.expressnews.com/news/local/article/Metro-Health-reports-10-more-novel-coronavirus-15469758.php,hospitals coronavirus novel
18,"University Hospitals, NASA partner in response to novel coronavirus pandemic",2020-07-30 13:20:00 UTC,The News-Herald,https://www.news-herald.com/lifestyle/health/university-hospitals-nasa-partner-in-response-to-novel-coronavirus-pandemic/article_30a22d02-d10e-11ea-a1b2-3f0094683c99.html,hospitals coronavirus novel
19,Novel coronavirus death count in San Antonio continues to trend high; slightly fewer people in hospitals,2020-07-17 16:00:00 UTC,San Antonio Express-News on MSN.com,https://www.msn.com/en-us/news/crime/novel-coronavirus-death-count-in-san-antonio-continues-to-trend-high-slightly-fewer-people-in-hospitals/ss-BB16SWRP,hospitals coronavirus novel
20,San Antonio sees highest single-day novel coronavirus death count; 845 new cases but slightly fewer people in hospitals,2020-07-08 17:04:00 UTC,MSN,https://www.msn.com/en-us/news/crime/san-antonio-sees-highest-single-day-novel-coronavirus-death-count-845-new-cases-but-slightly-fewer-people-in-hospitals/ar-BB16voM7,hospitals coronavirus novel
21,Inside The Epicenter Of The Novel Coronavirus Outbreak In 2 NYC Hospitals,2020-05-04 17:19:00 UTC,YAHOO!,https://www.yahoo.com/lifestyle/inside-epicenter-novel-coronavirus-outbreak-141800639.html,hospitals coronavirus novel
22,The Cybersecurity 202: Hospitals face a surge of cyberattacks during the novel coronavirus pandemic,2020-04-15 05:12:00 UTC,Washington Post,https://www.washingtonpost.com/news/powerpost/paloma/the-cybersecurity-202/2020/04/15/the-cybersecurity-202-hospitals-face-a-surge-of-cyberattacks-during-the-novel-coronavirus-pandemic/5e95fbc9602ff10d49ae4ba4/,hospitals coronavirus novel
23,Kingston hospitals further limit visitors due to novel coronavirus,2020-03-20 14:15:11 UTC,Global News on MSN.com,https://www.msn.com/en-ca/health/medical/kingston-hospitals-further-limit-visitors-due-to-novel-coronavirus/ar-BB11tQFR,hospitals coronavirus novel
24,Victoria announces huge change to elective surgery and tells hospitals to keep 25% of beds free in preparation for surge in coronavirus patients,2020-07-14 00:50:00 UTC,Daily Mail,https://www.dailymail.co.uk/news/article-8520373/Victoria-announces-huge-change-elective-surgery.html,patients coronavirus change
25,Coronavirus Pandemic May Change Care For Some Allergy Patients After Severe Reactions,2020-06-05 13:16:00 UTC,Forbes,https://www.forbes.com/sites/kristengerencher/2020/06/05/coronavirus-crisis-drives-alternate-anaphylaxis-plan-for-some-allergy-patients/,patients coronavirus change
26,Andrew Cuomo defends making nursing homes accept coronavirus patients while unveiling policy change,2020-05-10 11:31:00 UTC,Washington Examiner,https://www.washingtonexaminer.com/news/andrew-cuomo-defends-making-nursing-homes-accept-coronavirus-patients-while-unveiling-policy-change,patients coronavirus change
27,"Hospital chaplains change approach to helping patients, families and staff amid coronavirus restrictions",2020-04-13 20:13:00 UTC,WGHP,https://myfox8.com/news/hospital-chaplains-change-approach-to-helping-patients-families-and-staff-amid-coronavirus-restrictions/,patients coronavirus change
28,San Antonio Company Could Change How Coronavirus Patients Are Transported,2020-03-11 07:51:00 UTC,Rivard Report,https://therivardreport.com/knight-aerospace-could-change-how-coronavirus-patients-transported/,patients coronavirus change
29,"Amid coronavirus and school closures, health care professionals must find child care solutions",2020-03-18 17:03:00 UTC,NOLA.com,https://www.nola.com/news/coronavirus/article_77fddb66-68a8-11ea-bcee-b389a371fc17.html,care coronavirus solutions
30,Long Islanders Seek Child Care Solutions Amid Coronavirus Scare,2020-03-16 10:12:00 UTC,Patch,https://patch.com/new-york/deerpark-northbabylon/long-islanders-seek-child-care-solutions-amid-coronavirus-scare,care coronavirus solutions
31,"Pregnant In A Pandemic: Coronavirus Forces Women, Health Care Providers To Adapt",2020-05-14 08:00:00 UTC,WMFE,https://www.wmfe.org/pregnant-in-a-pandemic-coronavirus-forces-women-health-care-providers-to-adapt/154007,care coronavirus adapt
32,Hospice Workers Adapt To Provide End-Of-Life Care Amid Coronavirus Pandemic,2020-04-10 12:45:38 UTC,HuffPost on MSN.com,https://www.msn.com/en-us/health/medical/hospice-workers-adapt-to-provide-end-of-life-care-amid-coronavirus-pandemic/ar-BB12sgmc,care coronavirus adapt
33,"Urgent care visit gave hope we can adapt to coronavirus. But then, I went to Walmart.",2020-04-08 02:03:00 UTC,Fort Worth Star-Telegram,https://www.star-telegram.com/opinion/ryanjrusak/article241844556.html,care coronavirus adapt
34,Biddeford health care facility attempts to adapt to challenge of coronavirus,2020-04-02 10:55:00 UTC,Portland Press Herald,https://www.pressherald.com/2020/04/02/biddeford-health-care-facility-attempts-to-adapt-to-challenge-of-coronavirus/,care coronavirus adapt
35,Mixed martial arts: UFC boss Dana White teases New Zealand event as coronavirus solution,2020-07-12 17:35:00 UTC,Newshub,https://www.newshub.co.nz/home/sport/2020/07/mixed-martial-arts-ufc-boss-dana-white-teases-new-zealand-event-as-coronavirus-solution.html,new coronavirus solution
36,A universal jobs guarantee is the bold new solution for how to bring back all the workers sidelined by the coronavirus,2020-07-07 11:18:00 UTC,Business Insider,https://www.businessinsider.com/bards-pavlina-tcherneva-on-a-federal-job-guarantee-instead-of-ubi-2020-7,new coronavirus solution
37,The New Channel Normal: How Solution Providers Are Adapting In The Midst Of Coronavirus,2020-06-15 10:56:00 UTC,CRN,https://www.crn.com/news/running-your-business/the-new-channel-normal-how-solution-providers-are-adapting-in-the-midst-of-coronavirus,new coronavirus solution
38,SuperCom Ships Equipment for Two New Pilots in the Middle East of Its Coronavirus Quarantine Home Containment Solution,2020-06-01 06:51:00 UTC,Finanzen,https://www.finanzen.net/nachricht/aktien/supercom-ships-equipment-for-two-new-pilots-in-the-middle-east-of-its-coronavirus-quarantine-home-containment-solution-8927698,new coronavirus solution
39,SuperCom Ships Equipment for Two New Pilots in the Middle East of Its Coronavirus Quarantine Home Containment Solution | Nasdaq,2020-06-01 00:51:00 UTC,Nasdaq,https://www.nasdaq.com/press-release/supercom-ships-equipment-for-two-new-pilots-in-the-middle-east-of-its-coronavirus,new coronavirus solution
40,Genekam Plasma Therapy Accelerator: a New solution for Better Antibody Therapy for All Coronavirus Patients,2020-05-29 06:30:00 UTC,Business Wire,https://www.businesswire.com/news/home/20200529005307/en/Genekam-Plasma-Therapy-Accelerator-New-solution-Antibody,new coronavirus solution
41,Tamar Robotics Deploys New COVID-19 Solution for Coronavirus Wards to Protect Medical Teams,2020-04-21 06:09:00 UTC,YAHOO!,https://www.yahoo.com/news/tamar-robotics-deploys-covid-19-061300966.html,new coronavirus solution
42,MTBC’s CareCloud Launches New Telehealth Solution to Help Physicians and Patients Stay Connected During Coronavirus Pandemic,2020-03-24 07:58:00 UTC,Associated Press,https://apnews.com/Globe%20Newswire/aec9be1a8630a886daccc7ec4a61f52b,new coronavirus solution
43,MTBC's CareCloud Launches New Telehealth Solution to Help Physicians and Patients Stay Connected During Coronavirus Pandemic,2020-03-24 03:00:00 UTC,MarketWatch,https://www.marketwatch.com/press-release/mtbcs-carecloud-launches-new-telehealth-solution-to-help-physicians-and-patients-stay-connected-during-coronavirus-pandemic-2020-03-24,new coronavirus solution
44,State Power Solution: China Has a New Power Flex Due to Its Attempts to Contain the Coronavirus,2020-03-12 05:44:00 UTC,The National Interest,https://nationalinterest.org/blog/buzz/state-power-solution-china-has-new-power-flex-due-its-attempts-contain-coronavirus-131747,new coronavirus solution
45,New York AG orders televangelist Jim Bakker to stop advertising 'Silver Solution' as coronavirus treatment,2020-03-07 12:25:00 UTC,FOX News on MSN.com,https://www.msn.com/en-us/news/us/new-york-ag-orders-televangelist-jim-bakker-to-stop-advertising-silver-solution-as-coronavirus-treatment/ar-BB10SXfF,new coronavirus solution
46,Opinion Roundup: That's a lot of texts; Aldona's new gig; a solution for annoying robocalls; Coronavirus task force formed; and more.,2020-02-12 05:51:00 UTC,WRAL,https://www.wral.com/opinion-roundup-that-s-a-lot-of-texts-aldona-s-new-gig-a-solution-for-annoying-robocalls-coronavirus-task-force-formed-and-more/18948080/,new coronavirus solution
47,Fearing coronavirus but afraid of a doctor visit? FWISD has solution for its families,2020-04-24 05:11:00 UTC,MSN,https://www.msn.com/en-us/news/us/fearing-coronavirus-but-afraid-of-a-doctor-visit-fwisd-has-solution-for-its-families/ar-BB138YXd,doctor coronavirus solution
48,Make-A-Wish Foundation finds creative solutions to grant wishes during coronavirus,2020-07-29 17:02:00 UTC,INFORUM,https://www.inforum.com/community/nonprofits/6595708-Make-A-Wish-Foundation-finds-creative-solutions-to-grant-wishes-during-coronavirus,creative coronavirus solutions
49,The Trade Group Provides Creative Solutions to Help Companies Survive Coronavirus,2020-06-10 05:47:00 UTC,Exhibitor Online,http://www.exhibitoronline.com/topics/article.asp?ID=3044,creative coronavirus solutions
50,"Waiting for a coronavirus surge, one city finds creative hospital solutions",2020-04-23 15:50:00 UTC,Aurora Advertiser,https://www.auroraadvertiser.net/news/20200423/waiting-for-coronavirus-surge-one-city-finds-creative-hospital-solutions,creative coronavirus solutions
51,Coronavirus In Colorado: Innovation Response Team Finds Creative Solutions To Common Problems,2020-04-02 21:20:00 UTC,CBS Boston / WBZ,https://denver.cbslocal.com/2020/04/02/coronavirus-colorado-innovation-response-team-creative-solutions/,creative coronavirus solutions
52,"Broadway, symphonies and employers come up with creative solutions to coronavirus shutdowns",2020-03-15 03:17:00 UTC,WRAL,https://www.wral.com/broadway-symphonies-and-employers-come-up-with-creative-solutions-to-coronavirus-shutdowns/19011823/,creative coronavirus solutions
53,COVID-19 outbreaks in schools will be hard to avoid. Experts say creative solutions are needed to stop them,2020-08-13 04:45:00 UTC,CTV News,https://toronto.ctvnews.ca/covid-19-outbreaks-in-schools-will-be-hard-to-avoid-experts-say-creative-solutions-are-needed-to-stop-them-1.5062527,creative covid solutions
54,Restaurants serve up creative solutions to Covid restrictions,2020-07-30 18:45:00 UTC,Santa Monica Daily Press,https://www.smdp.com/restaurants-serve-up-creative-solutions-to-covid-restrictions/194934,creative covid solutions
55,Mountain Fair crafts creative solutions to COVID,2020-07-23 15:44:00 UTC,Post Independent Citizen Telegram,https://www.postindependent.com/entertainment/mountain-fair-crafts-creative-solutions-to-covid/,creative covid solutions
56,"Coping with COVID-19: ‘Inspiring, creative and innovative solutions’ from food makers in the North Sea region",2020-05-28 03:13:00 UTC,FoodNavigator,https://www.foodnavigator.com/Article/2020/05/28/Coping-with-COVID-19-Inspiring-creative-and-innovative-solutions-from-food-makers-in-the-North-Sea-region,creative covid solutions
57,The Constraints That Move Us Forward: How Covid-19 Has Sparked Creative Solutions,2020-05-15 05:33:00 UTC,Forbes,https://www.forbes.com/sites/michaelcwenderoth/2020/05/15/the-constraints-that-move-us-forward-how-covid-19-has-sparked-creative-solutions/,creative covid solutions
58,Auburn dance studio finds creative solutions to keep going during COVID-19,2020-04-02 12:35:00 UTC,Enumclaw Courier-Herald,https://www.courierherald.com/life/auburn-dance-studio-finds-creative-solutions-to-keep-going-during-covid-19/,creative covid solutions
59,Coalition channels tech community to find creative solutions for COVID-19,2020-04-01 10:25:00 UTC,Torrington Telegram,https://torringtontelegram.com/article/coalition-channels-tech-community-to-find-creative-solutions-for-covid-19,creative covid solutions
60,COVID-19 outbreak forces high-risk patients and their doctors to adapt,2020-03-31 19:31:00 UTC,FOX31 Denver,https://kdvr.com/news/coronavirus/covid-19-outbreak-forces-high-risk-patients-and-their-doctors-to-adapt/,doctors covid adapt
61,Retired doctors urged to remain on Covid duty to help solve NHS backlog,2020-08-15 22:02:00 UTC,The Daily Telegraph,https://www.telegraph.co.uk/news/2020/08/16/retired-doctors-urged-remain-covid-duty-help-solve-nhs-backlog/,doctors covid solve
62,Magic hope doctors can help Mo Bamba solve COVID-19 mystery,2020-08-15 17:52:23 UTC,Orlando Sentinel on MSN.com,https://www.msn.com/en-us/sports/nba/magic-hope-doctors-can-help-mo-bamba-solve-covid-19-mystery/ar-BB180qEM,doctors covid solve
63,Doctors can’t virtually prescribe abortion pill in NC. Should COVID-19 change that? | Charlotte Observer,2020-08-10 08:21:00 UTC,Charlotte Observer,https://www.charlotteobserver.com/news/state/north-carolina/article244855087.html,doctors covid change
64,Alabama’s top doctors plead for change in behavior as state sees record COVID-19 cases,2020-06-26 07:06:51 UTC,WBRC FOX6 News on MSN.com,https://www.msn.com/en-us/news/us/alabama-e2-80-99s-top-doctors-plead-for-change-in-behavior-as-state-sees-record-covid-19-cases/ar-BB160tXm,doctors covid change
65,Overdoses are increasing during COVID-19 pandemic. A group of doctors is working 24/7 to change that,2020-06-05 05:21:00 UTC,MSN,https://www.msn.com/en-us/news/us/overdoses-are-increasing-during-covid-19-pandemic-a-group-of-doctors-is-working-24-7-to-change-that/ar-BB1555L9,doctors covid change
66,Chinese Doctors’ Experience Drastic Change In Skin Color After Recovering From COVID-19,2020-04-22 05:03:00 UTC,International Business Times,https://www.ibtimes.com/chinese-doctors-experience-drastic-change-skin-color-after-recovering-covid-19-2962699,doctors covid change
67,New antiviral drug could change the way doctors treat COVID-19,2020-04-05 17:00:00 UTC,News Medical,https://www.news-medical.net/news/20200406/New-antiviral-drug-could-change-the-way-doctors-treat-COVID-19.aspx,doctors covid change
68,"From one hotspot to another: Twin ER doctors on COVID-19 front lines in New York, Miami",2020-08-12 12:34:00 UTC,YAHOO!,https://news.yahoo.com/one-hotspot-another-twin-er-140411866.html,doctors covid new
69,"From One Hotspot to Another: Twin ER Doctors on COVID-19 Front Lines in New York, Miami",2020-08-12 07:26:00 UTC,U.S. News & World Report,https://www.usnews.com/news/top-news/articles/2020-08-12/from-one-hotspot-to-another-twin-er-doctors-on-covid-19-front-lines-in-new-york-miami,doctors covid new
70,"'Losing Battle': Philippine Doctors, Nurses Urge New COVID-19 Lockdowns",2020-08-02 13:20:00 UTC,U.S. News & World Report,https://www.usnews.com/news/world/articles/2020-08-01/losing-battle-philippine-doctors-nurses-urge-new-covid-19-lockdowns,doctors covid new
71,"'Losing battle': Philippine doctors, nurses urge new COVID-19 lockdowns",2020-07-31 22:42:00 UTC,YAHOO!,https://news.yahoo.com/losing-battle-philippine-doctors-nurses-053905152.html,doctors covid new
72,"Utahns answer challenge to bring new COVID-19 infections down, but doctors warn it isn’t a finish line",2020-07-31 18:27:00 UTC,St. George News,https://www.stgeorgeutah.com/news/archive/2020/07/31/cdr-utahns-answer-challenge-to-bring-new-covid-19-infections-down-but-doctors-warn-it-isnt-a-finish-line/,doctors covid new
73,Coronavirus Australia: Victoria reports 627 new Covid-19 cases as multiple doctors in intensive care,2020-07-31 03:20:00 UTC,The Guardian,https://www.theguardian.com/australia-news/2020/jul/31/coronavirus-australia-victoria-reports-627-new-covid-19-cases-as-multiple-doctors-in-intensive-care,doctors covid new
74,"Arizona doctors weigh in on new study that identifies six different ""types"" of COVID-19",2020-07-27 18:59:00 UTC,AZFamily,https://www.azfamily.com/news/continuing_coverage/coronavirus_coverage/arizona-doctors-weigh-in-on-new-study-that-identifies-six-different-types-of-covid-19/article_191d9376-d06c-11ea-9943-0fdb7f3b208f.html,doctors covid new
75,Doctors in New Zealand frustrated by patients refusing Covid-19 tests,2020-07-27 14:49:00 UTC,TVNZ 1,https://www.tvnz.co.nz/one-news/new-zealand/doctors-in-new-zealand-frustrated-patients-refusing-covid-19-tests,doctors covid new
76,‘This is real’: See how NCH doctors find new ways to treat ICU full of COVID-19 patients,2020-07-21 16:10:00 UTC,WINK NEWS,https://www.winknews.com/2020/07/21/this-is-real-see-how-nch-doctors-find-new-ways-to-treat-icu-full-of-covid-19-patients/,doctors covid new
77,These California doctors flew to New York to fight Covid-19. Here's what they learned.,2020-07-11 00:00:31 UTC,CNN on MSN.com,https://www.msn.com/en-us/health/medical/these-california-doctors-flew-to-new-york-to-fight-covid-19-heres-what-they-learned/ar-BB16BGbd,doctors covid new
78,Doctors note new COVID-19 symptoms in young adults,2020-07-10 04:02:00 UTC,WGN-TV,https://wgntv.com/news/coronavirus/doctors-note-new-covid-19-symptoms-in-young-adults/,doctors covid new
79,"Teenage New Jersey Artist Finds Inspiration In Doctors, Nurses While Hospitalized With COVID-Related Inflammatory Syndrome",2020-06-30 16:53:00 UTC,CBS New York,https://newyork.cbslocal.com/2020/06/30/montclair-nj-teenager-draws-doctors-nurses/,doctors covid new
80,"Ontario's top doctors speak as province sees 257 new COVID-19 cases, the majority in Windsor-Essex",2020-06-29 12:30:00 UTC,CBC.ca,https://www.cbc.ca/news/canada/toronto/covid-19-coronavirus-ontario-june-29-update-1.5631058,doctors covid new
81,"As world nears 10 million COVID-19 cases, doctors see hope in new treatments and lessons learned",2020-06-27 20:53:00 UTC,The Japan Times,https://www.japantimes.co.jp/news/2020/06/28/world/science-health-world/coronavirus-doctors-hope/,doctors covid new
82,"Cleveland doctors working to diagnose, treat new childhood illness that appears to be linked to COVID-19",2020-06-22 16:02:00 UTC,WKYC3,https://www.wkyc.com/article/news/health/coronavirus/cleveland-doctors-working-to-diagnose-new-childhood-illness-that-appears-to-be-linked-to-covid-19/95-22af6c68-b7dc-4d57-b449-1b130acfbcfd,doctors covid new
83,Several states report record numbers of new Covid-19 cases. Here's what doctors say needs to happen,2020-06-17 10:02:00 UTC,Quad-City Times,https://qctimes.com/lifestyles/health-med-fit/several-states-report-record-numbers-of-new-covid-19-cases-heres-what-doctors-say-needs/article_414116d7-1157-5004-9f51-5226bbf6189a.html,doctors covid new
84,"As doctors brace for second wave of COVID-19, they have a new approach: High-flow nasal cannula",2020-06-17 09:06:00 UTC,YAHOO!,https://www.yahoo.com/gma/doctors-brace-second-wave-covid-19-approach-high-143900750.html,doctors covid new
85,Why the Doctors of New Netflix Must-Watch ‘Lenox Hill’ Don’t Think Protests Will Spark a Second COVID Wave,2020-06-11 01:41:00 UTC,The Daily Beast,https://www.thedailybeast.com/why-the-doctors-of-new-netflix-must-watch-lenox-hill-dont-think-protests-will-spark-a-second-covid-wave,doctors covid new
86,Doctors on the Front Lines Are Testing New Therapies to Treat COVID-19,2020-06-03 07:46:00 UTC,Finanznachrichten,https://www.finanznachrichten.de/nachrichten-2020-06/49826265-doctors-on-the-front-lines-are-testing-new-therapies-to-treat-covid-19-008.htm,doctors covid new
87,"As demand for COVID-19 testing increases, patients and doctors search for alternative testing options",2020-06-30 05:27:00 UTC,KRGV,https://www.krgv.com/news/as-demand-for-covid-19-testing-increases-patients-and-doctors-search-for-alternative-testing-options,doctors covid alternative
88,Hospital for children sports center turned to alternative care site due to COVID-19,2020-05-01 03:59:00 UTC,Csemag.com,https://www.csemag.com/articles/hospital-for-children-sports-center-turned-to-alternative-care-site-due-to-covid-19/,hospital covid alternative
89,Alternative COVID-19 therapies vary from hospital to hospital,2020-04-17 13:29:00 UTC,ABC,https://abcnews.go.com/Health/alternative-covid-19-therapies-vary-hospital-hospital/story?id=70183787,hospital covid alternative
90,Hospital Using Ventilator Alternative To Treat COVID-19,2020-04-16 16:25:00 UTC,CBS Boston / WBZ,https://chicago.cbslocal.com/video/4517045-hospital-using-ventilator-alternative-to-treat-covid-19/,hospital covid alternative
91,COVID-19: Hospital For Special Surgery Opens Five Urgent Care Centers As ER Alternative,2020-04-09 08:21:00 UTC,The Daily Voice,https://dailyvoice.com/new-york/bedford/news/covid-19-hospital-for-special-surgery-opens-five-urgent-care-centers-as-er-alternative/786284/,hospital covid alternative
92,COVID-19: Hospital For Special Surgery Opens Four Urgent Care Centers As ER Alternative,2020-04-09 03:05:00 UTC,The Daily Voice,https://dailyvoice.com/connecticut/wilton/news/covid-19-hospital-for-special-surgery-opens-four-urgent-care-centers-as-er-alternative/786284/,hospital covid alternative
93,Covelli Centre chosen as alternative hospital site for COVID-19 patients,2020-04-06 11:40:00 UTC,WKBN,https://www.wkbn.com/news/coronavirus/covelli-centre-chosen-as-alternative-site-to-hold-patients-amid-covid-19-outbreak/,hospital covid alternative
94,State acquires former Vibra hospital for alternative COVID-19 care facility,2020-04-03 14:06:00 UTC,The State Journal-Register,https://www.sj-r.com/news/20200403/state-acquires-former-vibra-hospital-for-alternative-covid-19-care-facility,hospital covid alternative
95,‘Whirlwind’ of change for Cumbrian hospital staff battling Covid-19,2020-08-02 23:17:00 UTC,News and Star,https://www.newsandstar.co.uk/news/18348748.whirlwind-change-cumbrian-hospital-staff-battling-covid-19/,hospital covid change
96,Hospital’s response to COVID-19 continues to change since pandemic struck S.C.,2020-07-24 13:33:00 UTC,Live 5 News,https://www.live5news.com/2020/07/24/hospitals-response-covid-continues-change-since-pandemic-struck-sc/,hospital covid change
97,Kalispell Regional Hospital's ALERT airlift team protocols change with covid-19 outbreak,2020-06-16 16:14:00 UTC,KHQ,https://www.khq.com/regional/kalispell-regional-hospitals-alert-airlift-team-protocols-change-with-covid-19-outbreak/article_1357831a-6ae4-59d2-8668-29bbe6e77034.html,hospital covid change
98,Yale School of Medicine and Yale New Haven Hospital begin Phase 3 trial of new COVID-19 vaccine,2020-08-16 17:00:00 UTC,Yale Environment 360,https://news.yale.edu/2020/08/17/yale-and-yale-new-haven-hospital-begin-phase-3-trial-covid-19-vaccine,hospital covid new
99,Belair Veterinary Hospital sees uptick in new patients during COVID-19,2020-08-12 23:00:00 UTC,Capital Gazette,https://www.capitalgazette.com/maryland/bowie/ac-cn-belair-animal-0812-20200813-jxfhckiww5gjpbzwjhle7k2j6e-story.html,hospital covid new
100,"49 new COVID-19 cases, six linked to Mount Carmel Hospital",2020-08-12 03:45:00 UTC,Malta Today,https://www.maltatoday.com.mt/news/national/104152/49_new_covid19_cases_six_linked_to_mount_carmel_hospital,hospital covid new
101,Hospital beds and ventilators- a new challenge in Nepal's fight against COVID-19,2020-08-11 11:28:00 UTC,Yahoo! News,https://in.news.yahoo.com/hospital-beds-ventilators-challenge-nepals-205332099.html,hospital covid new
102,Hospital Pharmacies Pushing for Use of New Vancomycin Guidelines Despite COVID-19,2020-08-10 10:10:00 UTC,Pharmacy Times,https://www.pharmacytimes.com/news/hospital-pharmacies-pushing-for-use-of-new-vancomycin-guidelines-despite-covid-19,hospital covid new
103,"Abilene mothers, hospital staff give birth to a new normal during COVID-19",2020-08-09 06:08:00 UTC,Abilene Reporter-News,https://www.reporternews.com/story/news/2020/08/09/abilene-mothers-hospital-staff-give-birth-new-normal-during-covid-19/5578438002/,hospital covid new
104,New hospital case brings Vineyard COVID cases to 56,2020-08-06 12:01:00 UTC,The Martha's Vineyard Times,https://www.mvtimes.com/2020/08/06/new-hospital-case-brings-vineyard-covid-cases-56/,hospital covid new
105,Mount Desert Island Hospital reports no COVID cases in new worker testing program,2020-08-06 09:10:00 UTC,Mainebiz,https://www.mainebiz.biz/article/mount-desert-island-hospital-reports-no-covid-cases-in-new-worker-testing-program,hospital covid new
106,"Vic faces 700 COVID patients, one new hospital a week",2020-08-05 21:42:00 UTC,The Coffs Coast Advocate,https://www.coffscoastadvocate.com.au/news/vic-faces-700-covid-patients-one-new-hospital-a-we/4063803/,hospital covid new
