,Title,Datetime,Source,URL
10,International Medical Corps and Vista Medical Center East Partner to Respond to COVID-19 Surge,2020-04-16T23:21:44.089+0000,Finanzen.net GmbH,https://www.finanzen.ch/nachrichten/aktien/international-medical-corps-and-vista-medical-center-east-partner-to-respond-to-covid-19-surge-1029100474
11,Coronavirus patients taking remdesivir are 65% more likely to see their condition improve by day 11,2020-06-01T17:20:49.717+0000,The Daily Mail,https://www.dailymail.co.uk/news/article-8377141/Coronavirus-patients-taking-remdesivir-65-likely-condition-improve-day-11.html?ns_mchannel=rss&ito=1490&ns_campaign=1490
12,Grays Harbor Health Officer Orders COVID-19 Testing be Prioritized,2020-03-30T14:37:11.286+0000,graysharbortalk.com/,http://www.graysharbortalk.com/2020/03/30/grays-harbor-health-officer-orders-covid-19-testing-be-prioritized/
13,Omnicell introduces innovative COVID-19 Item Forecast Report to help healthcare staff on global pandemic frontline,2020-05-22T18:31:11.440+0000,bdaily.co.uk/,https://bdaily.co.uk/articles/2020/05/22/omnicell-introduces-innovative-covid-19-item-forecast-report-to-help-healthcare-staff-on-global-pandemic-frontline
14,Grays Harbor Public Health Opens Bi-Lingual Information Line to Answer Questions About COVID-19,2020-03-23T19:14:13.769+0000,graysharbortalk.com/,http://www.graysharbortalk.com/2020/03/23/grays-harbor-public-health-opens-bi-lingual-information-line-to-answer-questions-about-covid-19/
15,Coronavirus: Nordic authorities use tech in fight against Covid-19,2020-04-15T10:56:48.142+0000,ComputerWeekly.com,https://www.computerweekly.com/news/252481624/Coronavirus-Nordic-authorities-use-tech-in-fight-against-Covid-19
16,Intermountain Healthcare Begins Limited COVID-19 Antibody Testing,2020-05-06T21:19:24.474+0000,releasewire.com/,http://www.releasewire.com/press-releases/intermountain-healthcare-begins-limited-covid-19-antibody-testing-1290060.htm
17,CORRECTING and REPLACING Synergy Laboratories Adds to Its Arsenal of COVID-19 Diagnostic Tools,2020-05-28T21:38:07.993+0000,biotech-365.com/,https://biotech-365.com/correcting-and-replacing-synergy-laboratories-adds-to-its-arsenal-of-covid-19-diagnostic-tools/
18,Coronavirus patients taking remdesivir are 65% more likely to see their condition improve by day 11,2020-06-01T17:15:54.297+0000,The Daily Mail,https://www.dailymail.co.uk/news/article-8377141/Coronavirus-patients-taking-remdesivir-65-likely-condition-improve-day-11.html?ns_mchannel=rss&ns_campaign=1490&ito=1490
19,Boston-based startup donates software to healthcare facilities overwhelmed by COVID-19,2020-04-07T19:52:02.242+0000,getnews.info/,http://www.getnews.info/1020924/bostonbased-startup-donates-software-to-healthcare-facilities-overwhelmed-by-covid19.html
20,Rochester Regional Health Deploys Datos for Remote Monitoring of Patients and Staff at Risk of Coronavirus,2020-03-31T20:51:03.531+0000,source,https://apnews.com/PR%2520Newswire/9a9c95a1afd1de537381048241ce9471
21,Adaptive Biotechnologies and Microsoft expand partnership to decode COVID-19 immune response and provide open data access,2020-03-27T04:29:23.827+0000,thequill.in/,http://thequill.in/2020/03/27/adaptive-biotechnologies-and-microsoft-expand-partnership-to-decode-covid-19-immune-response-and-provide-open-data-access/
22,Ethicists Race to Offer Rules For Deciding Who Lives and Who Dies,2020-03-29T20:31:32.646+0000,undark.org/,https://undark.org/2020/03/29/ethics-covid19-shortages-health-care/
23,Notable People Giving Back During COVID-19 Pandemic,2020-04-09T18:25:16.988+0000,Home,https://www.webwire.com/ViewPressRel.asp?aId=257790
24,Intel commits $50m in pandemic response technology,2020-04-08T10:47:06.416+0000,Siliconrepublic,https://www.siliconrepublic.com/companies/intel-donation-coronavirus-covid19-tech-relief
25,SG startup Biofourmis deploys tech at frontline of COVID-19 battle,2020-03-15T23:46:08.500+0000,dealstreetasia.com/,https://www.dealstreetasia.com/stories/biofourmis-covid19-179838/
26,COVID-19: What Those with Lung Disease Should Know,2020-03-26T13:56:53.514+0000,Finanzen.net GmbH,https://www.finanzen.ch/nachrichten/aktien/covid-19-what-those-with-lung-disease-should-know-1029035716
27,"COVID19 Impacted Analysis on Bagged Vacuum Cleaner Market Innovative Strategy by 2025 | Dyson , Electrolux , Shark Ninja (Euro-Pro) , Miele , Bissell , Nilfisk , Philips , Bosch , SEB , TTI , Sanitaire , Rubbermaid , Panasonic , Numatic , Karcher , Midea , Haier , Goodway , Pacvac – 3",2020-06-05T16:35:17.988+0000,source,https://3wnews.org/market/1196145/covid19-impacted-analysis-on-bagged-vacuum-cleaner-market-innovative-strategy-by-2025-dyson-electrolux-shark-ninja-euro-pro-miele-bissell-nilfisk-philips-bosch-seb-tti/
28,Digital Medical Officers (Volunteers) at MedicBird Health Services Limited - Nationwide,2020-04-07T18:49:29.519+0000,"Nigerian jobs, Career Portal for Nigerians, Naija Job Listing, Nigerianhotjobs, Hotnigerianjobs, Jobs in Nigeria, Vacancies in Nigeria",https://www.hotnigerianjobs.com/hotjobs/282010/digital-medical-officers-volunteers-at-medicbird-h.html
29,"41            Help Them If You Can—They’re Feeling Down
41    U.S. extends border restrictions with Canada, ...
Name: Title, dtype: object","41    2020-05-10T15:34:34.581+0000
41    2020-06-17T02:00:45.904+0000
Name: Datetime, dtype: object","41              source
41    Washington Times
Name: Source, dtype: object","41    https://www.ehstoday.com/covid19/article/21128...
41    https://www.washingtontimes.com/news/2020/jun/...
Name: URL, dtype: object"
30,Intermountain Healthcare and U of Utah Health Researchers Launch COVID-19 Clinical Trials to Test Effectiveness of Treatment,2020-04-09T15:32:39.546+0000,releasewire.com/,http://www.releasewire.com/press-releases/intermountain-healthcare-and-u-of-utah-health-researchers-launch-covid-19-clinical-trials-to-test-effectiveness-of-treatment-1286634.htm
31,"UPMC led global trial fast tracks testing of hydroxychloroquine, other COVID-19 therapies",2020-04-09T19:45:43.908+0000,bioengineer.org/,https://bioengineer.org/upmc-led-global-trial-fast-tracks-testing-of-hydroxychloroquine-other-covid-19-therapies/
32,"COVID19 Impacted Analysis on Dental Fitting Market Innovative Strategy by 2025 | Danaher , Dentsply Sirona , Institut Straumann , 3M , ADIN Dental Implant Systems , Align Technology , BioHorizons , OSSTEM IMPLANT , Southern Implants - 3",2020-05-26T11:00:51.310+0000,source,https://3wnews.org/uncategorised/1001133/covid19-impacted-analysis-on-dental-fitting-market-innovative-strategy-by-2025-danaher-dentsply-sirona-institut-straumann-3m-adin-dental-implant-systems-align-technology-biohorizons-os/
33,"45    UPMC led global trial fast tracks testing of h...
45    ""We all know Chrystia Freeland is leading the ...
Name: Title, dtype: object","45    2020-04-09T18:54:40.205+0000
45    2020-06-18T04:52:24.209+0000
Name: Datetime, dtype: object","45       scienmag.com/
45    Edmonton Journal
Name: Source, dtype: object","45    https://scienmag.com/upmc-led-global-trial-fas...
45    https://edmontonjournal.com/news/national/the-...
Name: URL, dtype: object"
34,Information is Power: First Databank Arms Healthcare Professionals and Consumers with COVID-19 Resources They Can Trust,2020-04-09T11:37:19.459+0000,biotech-365.com/,https://biotech-365.com/information-is-power-first-databank-arms-healthcare-professionals-and-consumers-with-covid-19-resources-they-can-trust/
35,Op-Ed: How California's smog alert system could be adapted to fight the coronavirus,2020-04-19T15:31:06.182+0000,Tribune Company,https://www.latimes.com/opinion/story/2020-04-19/smog-alerts-virus-covid
36,"AGS reiterates urgent COVID-19 call for medical supplies, telehealth",2020-04-18T12:26:43.240+0000,scienmag.com/,https://scienmag.com/ags-reiterates-urgent-covid-19-call-for-medical-supplies-telehealth/
37,"AGS reiterates urgent COVID-19 call for medical supplies, telehealth",2020-04-18T17:43:33.124+0000,bioengineer.org/,https://bioengineer.org/ags-reiterates-urgent-covid-19-call-for-medical-supplies-telehealth/
38,Experts Race to Offer Rules For Deciding Who Lives and Who Dies,2020-04-01T05:13:25.325+0000,source,https://undarkstage.wpengine.com/2020/03/29/ethics-covid19-shortages-health-care/
39,Swedish hospitals stop prescribing chloroquine for coronavirus patients after adverse side effects,2020-04-08T11:34:33.872+0000,The Daily Mail,https://www.dailymail.co.uk/news/article-8199477/Swedish-hospitals-stop-prescribing-chloroquine-coronavirus-patients-adverse-effects.html?ns_mchannel=rss&ns_campaign=1490&ito=1490
40,"Malaria drugs’ promise for coronavirus spurs hope, shortages",2020-03-23T22:17:45.766+0000,Stars and Stripes,https://www.stripes.com/news/us/malaria-drugs-promise-for-coronavirus-spurs-hope-shortages-1.623459
41,Medical Sector Reaps the Benefits of Innovative Wearable Devices,2020-06-04T13:51:02.866+0000,PR Newswire,https://www.prnewswire.com/news-releases/medical-sector-reaps-the-benefits-of-innovative-wearable-devices-301070548.html
42,"1,170 cases now linked to inquiry into Shropshire maternity care",2020-04-21T14:29:28.470+0000,Shropshire Star,https://www.shropshirestar.com/news/health/coronavirus-covid19/2020/04/21/1170-cases-now-linked-to-inquiry-into-shropshire-maternity-care/
43,Swedish hospitals stop prescribing chloroquine for coronavirus patients after adverse side effects,2020-04-08T10:49:02.607+0000,The Daily Mail,https://www.dailymail.co.uk/news/article-8199477/Swedish-hospitals-stop-prescribing-chloroquine-coronavirus-patients-adverse-effects.html?ns_mchannel=rss&ito=1490&ns_campaign=1490
44,Coronavirus Analysis: Will Social Distancing Help Prevent the Spread?,2020-03-24T07:49:23.266+0000,analyticsvidhya.com/,https://www.analyticsvidhya.com/blog/2020/03/coronavirus-analysis-will-social-distancing-help-prevent-the-spread/
45,"Malaria drugs’ promise for coronavirus spurs hope, shortages",2020-03-23T20:50:19.729+0000,source,https://chicago.suntimes.com/coronavirus/2020/3/23/21191588/malaria-drugs-coronavirus-covid-19-testing
46,The U.S. needs to manufacture more CPAP machines - STAT,2020-05-01T11:10:50.521+0000,statnews.com/,https://www.statnews.com/2020/05/01/building-cpap-machines-us-supply-chain/
47,Advantage Dental from DentaQuest Launches 24-Hour Dental Consultation Hotline for Residents of Oregon,2020-04-10T07:47:49.696+0000,Business Wire,https://www.businesswire.com/news/home/20200409005723/en/Advantage-Dental-DentaQuest-Launches-24-Hour-Dental-Consultation
48,FNB confirms measures to help customers impacted by COVID-19,2020-03-30T14:12:55.814+0000,Cape Business News,https://www.cbn.co.za/featured/fnb-confirms-measures-to-help-customers-impacted-by-covid-19/
49,What do we know about hydroxychloroquine?,2020-05-19T12:28:37.949+0000,The Daily Mail,https://www.dailymail.co.uk/news/article-8335027/What-know-hydroxychloroquine.html?ns_mchannel=rss&ns_campaign=1490&ito=1490
50,The Mental Health Ramifications We Expected for Doctors Are Here Now,2020-05-01T18:18:01.159+0000,source,https://slate.com/technology/2020/05/mental-health-care-doctors.html?via=rss
51,Small study of patients with severe COVID-19 treated with the arthritis drug anakinra finds clinical improvements,2020-05-08T07:55:25.613+0000,medicalxpress.com/,https://medicalxpress.com/news/2020-05-small-patients-severe-covid-arthritis.html
52,P&G Joins Forces with the Red Cross and Red Crescent Network to Provide Emergency Relief and Serve European Communities During COVID-19 Pandemic,2020-03-27T15:38:28.603+0000,biotech-365.com/,https://biotech-365.com/pg-joins-forces-with-the-red-cross-and-red-crescent-network-to-provide-emergency-relief-and-serve-european-communities-during-covid-19-pandemic/
53,"COVID19 Impacted Analysis on Medical X-ray Film Market Innovative Strategy by 2025 | Fujifilm , Konica minolta , AGFA , Carestream Health , Codonics , SONY , Colenta , FOMA BOHEMIA Ltd , Luckyfilm , Tianjin Media , Shanghai Bai Yun San He , Shenbei , Fumingwei , Shuoying Medical , Kanghua Medical , Songni Medical - 3",2020-06-01T17:42:55.092+0000,source,https://3wnews.org/uncategorised/1121318/covid19-impacted-analysis-on-medical-x-ray-film-market-innovative-strategy-by-2025-fujifilm-konica-minolta-agfa-carestream-health-codonics-sony-colenta-foma-bohemia-ltd-luckyfilm-t/
54,Why Trump is at odds with his medical experts over Covid-19 drugs - STAT,2020-03-22T21:26:59.668+0000,statnews.com/,https://www.statnews.com/2020/03/22/why-trump-at-odds-with-medical-experts-over-malaria-drugs-against-covid-19/
55,"Malaria drugs' promise for coronavirus spurs hope, shortages",2020-03-23T21:15:17.480+0000,Daily Herald,https://www.dailyherald.com/article/20200323/news/303239932/
56,What do we know about hydroxychloroquine?,2020-05-19T11:49:08.549+0000,The Daily Mail,https://www.dailymail.co.uk/news/article-8335027/What-know-hydroxychloroquine.html?ns_mchannel=rss&ito=1490&ns_campaign=1490
57,When will social distancing,2020-04-02T07:43:26.501+0000,News.com.au,https://www.news.com.au/lifestyle/health/health-problems/coronavirus-australia-when-will-social-distancing-and-restrictions-end/news-story/1f7911ac6e6e0ce4f7dc16a560f4ac74
58,Rescue package for temporary workers rolled out,2020-04-22T08:18:08.334+0000,Herald Sun,https://www.heraldsun.com.au/news/national/daily-blog-april-22-one-covid19-case-diagnosed-overnight/news-story/07b3c2b88a2c6ec40bc12960e71cc214
59,"New IHME COVID-19 Forecasts Find Lower Hospital Bed Need, Epidemics starting to peak confirm social distancing works",2020-04-06T06:36:59.636+0000,Finanzen.net GmbH,https://www.finanzen.ch/nachrichten/aktien/new-ihme-covid-19-forecasts-find-lower-hospital-bed-need-epidemics-starting-to-peak-confirm-social-distancing-works-1029066483
60,Daily COVID-19 Updates: April 3,2020-04-06T04:59:46.557+0000,source,https://www.industryweek.com/operations/article/21127990/as-they-help-with-the-pandemic-relief-effort-automakers-tackle-their-own-covid19-issues
61,"Malaria drugs’ promise for coronavirus spurs hope, shortages",2020-03-24T10:39:26.515+0000,The Manila Times - Internet Edition,https://www.manilatimes.net/2020/03/24/news/latest-stories/malaria-drugs-promise-for-coronavirus-spurs-hope-shortages/705776/
62,BUSINESS WIRE: P&G Joins Forces with the Red Cross and Red Crescent Network to Provide Emergency Relief and Serve European Communities During COVID-19 Pandemic,2020-04-02T14:06:46.603+0000,Finanztreff,http://www.finanztreff.de/news/business-wire-pundg-joins-forces-with-the-red-cross-and-red-crescent-network-to-provide-em/19901523
63,"80    Malaria drugs’ promise for coronavirus spurs h...
80    There's no quick post-pandemic fix for Canada'...
Name: Title, dtype: object","80    2020-03-23T21:19:02.275+0000
80    2020-06-30T08:11:59.468+0000
Name: Datetime, dtype: object","80     Albuquerque Journal - ABQJournal
80    Canadian Broadcasting Corporation
Name: Source, dtype: object","80    https://www.abqjournal.com/1435652/malaria-dru...
80    https://www.cbc.ca/news/politics/covid19-long-...
Name: URL, dtype: object"
64,Daily COVID-19 Updates: April 3,2020-04-06T04:59:47.874+0000,source,https://www.industryweek.com/operations/safety/article/21127974/daily-covid19-updates-april-3
65,Daily COVID-19 Updates: March 24,2020-04-06T23:28:11.972+0000,source,https://www.industryweek.com/operations/article/21127004/daily-covid19-updates-march-23
66,UK regulators have blocked the use of antimalarials to treat coronavirus despite US doctors using it,2020-03-30T15:45:18.540+0000,The Daily Mail,https://www.dailymail.co.uk/news/article-8167241/UK-regulators-blocked-use-antimalarials-treat-coronavirus-despite-doctors-using-it.html?ns_mchannel=rss&ns_campaign=1490&ito=1490
67,UK regulators have blocked the use of antimalarials to treat coronavirus despite US doctors using it,2020-03-30T15:37:03.236+0000,The Daily Mail,https://www.dailymail.co.uk/news/article-8167241/UK-regulators-blocked-use-antimalarials-treat-coronavirus-despite-doctors-using-it.html?ns_mchannel=rss&ito=1490&ns_campaign=1490
68,Blood clots leave clinicians with clues about Covid-19 — but no proven treatments,2020-04-16T09:26:18.110+0000,statnews.com/,https://www.statnews.com/2020/04/16/blood-clots-coronavirus-tpa/
69,Two more hospital workers test positive for COVID-19,2020-04-22T11:09:34.774+0000,Mercury,https://www.themercury.com.au/news/coronavirus/daily-blog-april-22-one-covid19-case-diagnosed-overnight/news-story/07b3c2b88a2c6ec40bc12960e71cc214
70,British coronavirus patients CAN get promising blood therapy,2020-03-26T18:42:02.907+0000,The Daily Mail,https://www.dailymail.co.uk/news/article-8154917/British-coronavirus-patients-promising-blood-therapy.html?ns_mchannel=rss&ito=1490&ns_campaign=1490
71,"Malaria drugs’ promise for coronavirus spurs hope, shortages",2020-03-23T21:16:30.117+0000,TwinCities.com,https://www.twincities.com/2020/03/23/malaria-drugs-promise-for-coronavirus-spurs-hope-shortages/
72,Pressure on UK to use blood treatment for coronavirus,2020-03-25T12:16:58.554+0000,The Daily Mail,https://www.dailymail.co.uk/news/article-8150629/Pressure-UK-use-blood-treatment-coronavirus.html?ns_mchannel=rss&ito=1490&ns_campaign=1490
73,"Malaria drugs' promise for coronavirus spurs hope, shortages",2020-03-23T21:06:43.019+0000,medicalxpress.com/,https://medicalxpress.com/news/2020-03-malaria-drugs-coronavirus-spurs-shortages.html
74,"Malaria drugs' promise for coronavirus spurs hope, shortages",2020-03-23T20:46:25.412+0000,Star Tribune,http://www.startribune.com/malaria-drugs-promise-for-coronavirus-spurs-hope-shortages/569035892/
75,"93    Innovative Wearable Tech Gives Doctors a New A...
93    COVID-19 vaccine studies give us hope, but a v...
Name: Title, dtype: object","93    2020-04-01T13:25:00.136+0000
93    2020-06-23T22:10:17.683+0000
Name: Datetime, dtype: object","93             financial.de
93    yellowhammernews.com/
Name: Source, dtype: object","93    http://www.financial.de/rohstoffe/rohstoff-int...
93    https://yellowhammernews.com/covid-19-vaccine-...
Name: URL, dtype: object"
76,"Malaria drugs’ promise for coronavirus spurs hope, shortages",2020-03-23T21:19:00.866+0000,Courier Electronic Edition,https://thecourier.com/national-news/2020/03/23/malaria-drugs-promise-for-coronavirus-spurs-hope-shortages/
77,"Malaria drugs’ promise for coronavirus spurs hope, shortages",2020-03-23T20:46:50.278+0000,WTOP 103.9 FM/103.5 FM/820 AM,https://wtop.com/national/2020/03/malaria-drugs-promise-for-coronavirus-spurs-hope-shortages/
78,Groundbreaking Designs Expand Remote Patient Monitoring Capabilities,2020-06-08T13:14:04.106+0000,"FinanzNachrichten.de - Alle Nachrichten zu Aktien, Börse und Wirtschaft!!",https://www.finanznachrichten.de/nachrichten-2020-06/49862779-groundbreaking-designs-expand-remote-patient-monitoring-capabilities-008.htm
79,The Healthcare Innovation Bubble: Making The Most Of The COVID 19 Crisis,2020-05-11T01:25:17.118+0000,Forbes Magazine,https://www.forbes.com/sites/sachinjain/2020/05/10/the-healthcare-innovation-bubble-making-the-most-of-the-covid-19-crisis/
80,Ahead of the curve: South Korea's evolving strategy to prevent a COVID-19 resurgence,2020-04-15T08:26:50.491+0000,Channel News Asia (Singapore),https://www.channelnewsasia.com/news/asia/covid19-south-korea-evolving-strategy-prevent-resurgence-12643774?cid=cna_flip_070214
81,"Fitness and Exercise Equipment Market with Coronavirus (Covid-19) Impact Analysis | Industry Business Outlook, Revenue, Trends and Forecasts 2024 | Impulse (Qingdao) Health Tech Co, True Fitness Technology, Kettler (GB) limited, Core Health and Fitness LLC, Nautilus, Brunswick, Johnson Health Tech – 3w Market News Reports",2020-05-18T10:57:04.830+0000,source,https://3wnews.org/uncategorised/880977/fitness-and-exercise-equipment-market-with-coronavirus-covid-19-impact-analysis-industry-business-outlook-revenue-trends-and-forecasts-2024-impulse-qingdao-health-tech-co-true-fitness-techn/
82,Advantage Dental from DentaQuest Launches 24-Hour Dental Consultation Hotline for Residents of Oregon,2020-04-09T18:40:07.694+0000,source,https://www.marketscreener.com/news/Advantage-Dental-from-DentaQuest-Launches-24-Hour-Dental-Consultation-Hotline-for-Residents-of-Orego--30392948/
83,"Fitness And Exercise Equipment Market with Coronavirus (Covid-19) Impact Analysis | Recent Industry Developments and Growth Strategies Adopted by Top Players Worldwide 2020-2024 | Impulse (Qingdao) Health Tech, True Fitness Technology, Kettler (GB) limited, Core Health and Fitness - Cole of Duty",2020-04-17T14:59:53.321+0000,source,https://coleofduty.com/news/2020/04/17/fitness-and-exercise-equipment-market-with-coronavirus-covid-19-impact-analysis-recent-industry-developments-and-growth-strategies-adopted-by-top-players-worldwide-2020-2024-impulse-qingdao-he/
84,Advantage Dental from DentaQuest Launches 24-Hour Dental Consultation Hotline for Residents of Oregon,2020-04-09T18:40:00.034+0000,Yahoo! Finance,https://finance.yahoo.com/news/advantage-dental-dentaquest-launches-24-180600026.html
85,Coronavirus: Walsall father recovering after multiple-organ failure and sepsis fight,2020-06-05T11:34:07.173+0000,Express & Star,https://www.expressandstar.com/news/health/coronavirus-covid19/2020/06/05/coronavirus-walsall-father-recovering-after-multiple-organ-failure-and-sepsis-fight/
86,Campaign launches to get pensioners moving in the West Midlands during Covid-19 lockdown,2020-05-22T17:01:58.941+0000,Express & Star,https://www.expressandstar.com/news/health/coronavirus-covid19/2020/05/22/campaign-launches-to-get-pensioners-moving-in-the-west-midlands-during-covid-19-lockdown/
87,"No, masturbation won’t stop you from catching coronavirus",2020-03-13T17:12:41.015+0000,PinkNews.co.uk,https://www.pinknews.co.uk/2020/03/13/masturbation-coronavirus-immune-system-covid19-pandemic-health/
88,"Demands grow for national, universal long-term care in response to pandemic",2020-05-05T21:33:37.771+0000,Canadian Broadcasting Corporation,https://www.cbc.ca/news/politics/long-term-care-homes-covid19-1.5556041
89,Coronavirus Latest: Nation’s Top Health Officials Warn COVID-19 Could Return This Winter With Vengeance,2020-04-22T10:08:15.458+0000,CBS 3,https://philadelphia.cbslocal.com/2020/04/22/coronavirus-us-covid19-return-winter-vengance/
90,'We’re not through this pandemic yet': Leading police officer who battled Covid-19 urges caution,2020-06-12T11:03:48.436+0000,Express & Star,https://www.expressandstar.com/news/health/coronavirus-covid19/2020/06/12/were-not-through-this-pandemic-yet-leading-police-officer-who-battled-covid-19-urges-caution/
91,"Coronavirus morning headlines as Boris Johnson recovers at home on fourth week of lockdown (Easter Monday, April 13)",2020-04-13T08:23:50.895+0000,WalesOnline,https://www.walesonline.co.uk/news/wales-news/coronavirus-covid19-news-wales-updates-18082934
92,"118    What Can the HIV/AIDS Pandemic Teach Us about ...
118    This is how your phone could be able to test y...
Name: Title, dtype: object","118    2020-06-10T21:49:32.555+0000
118    2020-06-17T17:05:42.787+0000
Name: Datetime, dtype: object","118    Psychology Today
118       iafrikan.com/
Name: Source, dtype: object","118    https://www.psychologytoday.com/intl/blog/psyc...
118    https://www.iafrikan.com/2020/06/17/covid-19-c...
Name: URL, dtype: object"
93,How the COVID-19 crisis will become a homelessness crisis,2020-05-04T07:22:22.307+0000,The Independent,https://www.independent.co.uk/happylist/how-covid19-will-become-a-homelessness-crisis-a9496951.html
94,"Coronavirus: NHS corrals Microsoft, Palantir and Google to hone data analysis",2020-03-30T09:44:34.384+0000,ComputerWeekly.com,https://www.computerweekly.com/news/252480796/Coronavirus-NHS-corrals-Microsoft-Palantir-and-Google-to-hone-data-analysis
95,"In 'breakthrough' announcement, Minn. unveils major COVID-19 testing effort",2020-04-22T19:46:46.658+0000,mprnews.org/,https://www.mprnews.org/story/2020/04/22/in-breakthrough-announcement-minn-unveils-major-covid19-testing-push
96,"COVID19 Impacted Analysis on Hybrid OR Market Innovative Strategy by 2028 | Barco, Cook Medical, Eschmann Equipment, Ge Healthcare, Johnson & Johnson, Karl Storz Gmbh & Co. KG, Maquet Getinge Group, Mediflex, Mizuho Osi, Nds Surgical Imaging, LLC, Philips Healthcare, Siemens Healthcare GMBH - Owned",2020-06-15T11:54:13.796+0000,source,https://primefeed.in/news/28564/covid19-impacted-analysis-on-hybrid-or-market-innovative-strategy-by-2028-barco-cook-medical-eschmann-equipment-ge-healthcare-johnson-johnson-karl-storz-gmbh-co-kg-maquet-getinge/
97,COVID-19 Confirmed in Grays Harbor County Resident,2020-03-11T22:25:18.039+0000,graysharbortalk.com/,http://www.graysharbortalk.com/2020/03/11/covid-19-confirmed-in-grays-harbor-county-resident/
98,Two clinical studies to treat COVID-19 launched,2020-03-27T15:41:31.837+0000,medicalxpress.com/,https://medicalxpress.com/news/2020-03-clinical-covid-.html
99,NSW lockdown inches closer as cases climb,2020-03-27T00:50:02.679+0000,Herald Sun,https://www.heraldsun.com.au/news/breaking-news/waverley-tops-nsws-covid19-cases/news-story/4fedb94201444754eebe520910c0fadb
100,BCS calls for IT recognition in coronavirus response,2020-04-07T08:08:22.574+0000,ComputerWeekly.com,https://www.computerweekly.com/news/252481220/BCS-calls-for-IT-recognition-in-coronavirus-response
101,Grays Harbor Public Health Activates Incident Management Team in Response to COVID-19,2020-03-19T22:55:16.798+0000,graysharbortalk.com/,http://www.graysharbortalk.com/2020/03/19/grays-harbor-public-health-activates-incident-management-team-in-response-to-covid-19/
102,"COVID19 Impacted Analysis on Glucose Dehydrogenase Market Innovative Strategy by 2028 | SEKISUI DIAGNOSTICS , Biokart , MedicRegister , Yuze Technology , Promega Corporation , EPS BIO,",2020-06-09T09:40:09.911+0000,source,https://3wnews.org/market/1248068/covid19-impacted-analysis-on-glucose-dehydrogenase-market-innovative-strategy-by-2028-sekisui-diagnostics-biokart-medicregister-yuze-technology-promega-corporation-eps-bio/
