,Title,Datetime,Source,URL
47,Special Report: Inside the proxy battle that keeps an Iraqi city on its knees,2020-06-11T11:36:20Z,Reuters,https://www.reuters.com/article/us-iraq-iran-mosul-specialreport-idUSKBN23I1QR
48,Universal Preoperative COVID-19 Screening Improves Safety by Identifying Otherwise Asymptomatic Pediatric Surgical Patients,2020-06-04T16:44:00Z,Yahoo Entertainment,https://news.yahoo.com/universal-preoperative-covid-19-screening-164400345.html
49,"State fair upheaval, sewage testing, new mask rules: News from around our 50 states",2020-06-19T09:55:04Z,USA Today,https://www.usatoday.com/story/news/50-states/2020/06/19/state-fair-upheaval-sewage-testing-new-mask-rules-news-around-states/111985738/
50,Why tech didn’t save us from covid-19,2020-06-17T12:30:00Z,MIT Technology Review,https://www.technologyreview.com/2020/06/17/1003312/why-tech-didnt-save-us-from-covid-19/
51,12 Skills Nonprofit Leaders Should Learn To Improve Their Work And Life,2020-06-30T12:10:00Z,Forbes,https://www.forbes.com/sites/forbesnonprofitcouncil/2020/06/30/12-skills-nonprofit-leaders-should-learn-to-improve-their-work-and-life/
52,It Should Scare Us That Tuition Is A Tiny Amount Of Medical School Revenue,2020-06-29T13:58:47Z,Forbes,https://www.forbes.com/sites/peterubel/2020/06/29/it-should-scare-us-that-tuition-is-a-tiny-amount-of-medical-school-revenue/
53,Covid-19 spurs collaboration in telehealth,2020-06-29T17:00:00Z,MIT Technology Review,https://www.technologyreview.com/2020/06/29/1004513/covid-19-spurs-collaboration-in-telehealth/
54,"Most people don’t clean right, so use these tips",2020-06-24T14:04:36Z,Futurity: Research News,https://www.futurity.org/cleaning-products-covid-19-quaternary-ammonium-compounds-2391732/
55,Medicare Advantage For All Can Save Our Health-Care System,2020-06-11T10:00:00Z,Forbes,https://www.forbes.com/sites/steveforbes/2020/06/11/medicare-advantage-for-all-can-save-our-health-care-system/
56,Why AI is the next way patients will choose their doctors,2020-06-26T08:00:08Z,Quartz India,https://qz.com/1869760/how-ai-can-help-solve-the-coming-post-covid-patient-backlog/
57,US hospitals in hard hit regions step up use of steroids on sickest COVID-19 patients - AOL,2020-06-19T11:53:03Z,AOL,https://www.aol.com/article/news/2020/06/19/us-hospitals-in-hard-hit-regions-step-up-use-of-steroids-on-sickest-covid-19-patients/24529127/
58,New Perspectives on How COVID-19 is Affecting Patient Safety,2020-06-26T14:45:00Z,Yahoo Entertainment,https://news.yahoo.com/perspectives-covid-19-affecting-patient-144500909.html
59,The coronavirus is devastating communities of color. The Trump administration's top doctor blames 'structural racism' and shares his plans to take action.,2020-06-29T12:19:00Z,Yahoo Entertainment,https://news.yahoo.com/coronavirus-devastating-communities-color-trump-121900508.html
60,Europe Doesn't Count Black Lives. So How Can They Matter?,2020-07-01T14:05:51Z,Vice News,https://www.vice.com/en_us/article/v7g799/europe-doesnt-count-black-lives-so-how-can-they-matter
61,"They do not see themselves as heroes, but rather teammates in a race against a virus",2020-06-30T12:20:10Z,ESPN,https://www.espn.com/college-sports/story/_/id/29366424/from-fields-play-front-lines-covid-19
62,Racism Kills: Why Many Are Declaring It a Public Health Crisis,2020-06-12T17:30:24Z,Rolling Stone,https://www.rollingstone.com/culture/culture-news/racism-public-health-crisis-1014162/
63,Japan BrandVoice: Japanese Startups Harness Cloud Healthcare To Tackle COVID-19 And Clinical Trials,2020-06-18T13:30:00Z,Forbes,https://www.forbes.com/sites/japan/2020/06/18/japanese-startups-harness-cloud-healthcare-to-tackle-covid-19-and-clinical-trials/
64,Yuyu Pharma Will Export SD BIOSENSOR COVID-19 Test Kits to the Global Market,2020-06-18T01:00:00Z,Yahoo Entertainment,https://news.yahoo.com/yuyu-pharma-export-sd-biosensor-010000696.html
65,Coronavirus latest news: Police chiefs urge public to take more 'personal responsibility' to limit spread of virus,2020-06-25T19:27:28Z,Yahoo Entertainment,https://news.yahoo.com/coronavirus-news-lockdown-social-distancing-192728947.html
66,"H4D raises €15m to improve access to healthcare with its telemedicine pod, the Consult Station®",2020-06-15T09:41:10Z,MobiHealthNews,https://www.mobihealthnews.com/news/europe/h4d-raises-15m-improve-access-healthcare-its-telemedicine-pod-consult-station
67,"COVID-19 vaccine studies give us hope, but a vaccine may not happen this year - Yellowhammer News",2020-06-23T21:30:11Z,Yellowhammer News,https://yellowhammernews.com/covid-19-vaccine-studies-give-us-hope-but-a-vaccine-may-not-happen-this-year/
68,Coronavirus: Brazil resumes publishing Covid-19 data after court ruling - BBC News,2020-06-09T23:20:58Z,BBC News,https://www.bbc.com/news/world-latin-america-52980642
69,From Autonomous Vehicles To COVID Detection: How Can A Safety Driving System Detect Virus Symptoms,2020-06-19T13:50:54Z,Forbes,https://www.forbes.com/sites/carrierubinstein/2020/06/19/from-autonomous-vehicles-to-covid-detection-how-can-a-safety-driving-system-detect-virus-symptoms/
70,From Uber Eats rider to COVID-19 volunteer: How 6 pilots are keeping busy while grounded,2020-06-13T16:30:19Z,The Points Guy,http://thepointsguy.com/guide/pilots-keeping-busy-coronavirus/
71,7 Things Australia’s Healthcare System Learned From Coronavirus,2020-06-22T00:02:55Z,Lifehacker Australia,https://www.lifehacker.com.au/2020/06/7-things-australias-healthcare-system-learned-from-coronavirus/
72,Rural hospital closures increase mortality,2020-06-10T00:00:00Z,voxeu.org,https://voxeu.org/article/rural-hospital-closures-increase-mortality
73,Daily Briefing: How well is India equipped for high-altitude warfare; Kerala is facing a new migrant crisis,2020-06-23T03:32:19Z,The Indian Express,https://indianexpress.com/article/live-news/daily-news-briefing-june-23-6471884/
74,After COVID-19: Thinking Differently About Running the Health Care System,2020-06-23T00:00:00Z,Jamanetwork.com,https://jamanetwork.com/journals/jama/fullarticle/2767311
75,Healthcare Personal Protective Equipment Market Value to Garner US$ 72 Bn by 2027,2020-06-16T13:30:00Z,Yahoo Entertainment,https://news.yahoo.com/healthcare-personal-protective-equipment-market-133000793.html
76,"COVID-19, Recession And Racial Disparities: A New Agenda For America’s Health Plans",2020-06-16T20:26:31Z,Forbes,https://www.forbes.com/sites/danielmendelson/2020/06/16/covid-19-recession-and-racial-disparities-a-new-agenda-for-americas-health-plans/
77,Virtual health: A look at the next frontier of care delivery,2020-06-11T00:00:00Z,Mckinsey.com,https://www.mckinsey.com/industries/healthcare-systems-and-services/our-insights/virtual-health-a-look-at-the-next-frontier-of-care-delivery
78,Implications for value-based payment programs: Weathering COVID-19,2020-06-30T00:00:00Z,Mckinsey.com,https://www.mckinsey.com/industries/healthcare-systems-and-services/our-insights/implications-for-value-based-payment-programs-weathering-covid-19
79,"Bhiwandi sees 1,186% spike in cases: Residents blame civic authorities",2020-07-02T20:02:06Z,The Indian Express,https://indianexpress.com/article/india/maharashtra-coronavirus-news-update-bhiwandi-sees-1186-spike-in-cases-residents-blame-civic-authorities-6487560/
80,How far away is a coronavirus vaccine? Latest news on UK and US trials,2020-06-30T07:20:23Z,Telegraph.co.uk,https://www.telegraph.co.uk/global-health/science-and-disease/coronavirus-vaccine-news-update-trials-covid-19-uk/
81,How far away is a coronavirus vaccine? Latest news on UK and US trials,2020-07-02T15:01:44Z,Telegraph.co.uk,https://www.telegraph.co.uk/global-health/science-and-disease/coronavirus-vaccine-news-update-trials-uk-covid-19/
82,Preparing for Increased Electrical Demands for Health Facilities in Developing Countries Due to COVID-19,2020-06-08T12:00:00Z,Yahoo Entertainment,https://news.yahoo.com/preparing-increased-electrical-demands-health-120000336.html
83,Dealing with Depression During COVID-19,2020-06-02T22:33:59Z,Psychology Today,https://www.psychologytoday.com/ca/blog/view-the-mist/202006/dealing-depression-during-covid-19
84,How close are we to a coronavirus vaccine? Latest news on UK and US trials,2020-06-25T07:23:12Z,Telegraph.co.uk,https://www.telegraph.co.uk/global-health/science-and-disease/covid-19-vaccine-human-trials-coronavirus-uk-oxford/
85,How far away is a coronavirus vaccine? Latest news on UK and US trials,2020-06-27T10:20:37Z,Telegraph.co.uk,https://www.telegraph.co.uk/global-health/science-and-disease/coronavirus-vaccine-bcg-human-trials-covid-19-uk/
86,How The Supreme Court’s DACA Decision Lessens The Doctor Shortage And Boosts Patient Care,2020-06-19T01:08:51Z,Forbes,https://www.forbes.com/sites/brucejapsen/2020/06/18/how-the-supreme-courts-daca-decision-lessens-the-doctor-shortage-and-boosts-patient-care/
87,TransMedics: A Medical Device Company Creating A Healthy Ecosystem,2020-06-05T12:00:00Z,Seeking Alpha,https://seekingalpha.com/article/4351992-transmedics-medical-device-company-creating-healthy-ecosystem
88,The Future Of Healthcare III: How The Current Pandemic Could Ironically Advance Healthcare As An Industry,2020-06-17T11:50:00Z,Forbes,https://www.forbes.com/sites/forbestechcouncil/2020/06/17/the-future-of-healthcare-iii-how-the-current-pandemic-could-ironically-advance-healthcare-as-an-industry/
89,Binance Gives Back: How The World’s Largest Crypto Exchange Is Using Blockchain For COVID Relief,2020-06-25T15:30:17Z,Forbes,https://www.forbes.com/sites/tatianakoffman/2020/06/25/binance-gives-back-how-the-worlds-largest-crypto-exchange-is-using-blockchain-for-covid-relief/
90,Remdesivir: What is the coronavirus drug stockpiled by US?,2020-07-01T09:41:46Z,Independent,https://www.independent.co.uk/news/health/remdesivir-coronavirus-drug-gilead-trump-coronavirus-cost-price-a9595046.html
91,NHS on life support: Up to one in six will be on waiting lists by autumn as Covid-19 delays treatment,2020-06-06T17:24:00Z,Independent,https://www.independent.co.uk/news/health/coronavirus-nhs-waiting-times-surgery-privatisation-a9550831.html
92,Methode Electronics Inc. (MEI) Q4 2020 Earnings Call Transcript,2020-06-30T18:00:19Z,Motley Fool,https://www.fool.com/earnings/call-transcripts/2020/06/30/methode-electronics-inc-mei-q4-2020-earnings-call.aspx
93,New patient ombudsman will oversee probe into Ontario nursing homes hit by COVID-19,2020-06-11T15:56:16Z,Toronto Star,https://www.thestar.com/politics/provincial/2020/06/11/new-patient-ombudsman-will-oversee-probe-into-ontario-nursing-homes-hit-by-covid-19.html
94,"With $136 Million In Fresh Funding, DispatchHealth Aims To Bring Back House Calls",2020-06-24T23:14:08Z,Forbes,https://www.forbes.com/sites/monicamelton/2020/06/24/with-136-million-in-fresh-funding-dispatchhealth-aims-to-bring-back-house-calls/
95,How close are we to a coronavirus vaccine? Latest news on UK and US trials,2020-06-16T23:51:23Z,Telegraph.co.uk,https://www.telegraph.co.uk/global-health/science-and-disease/covid-19-vaccine-trials-coronavirus-uk-human-news-latest/
96,How close are we to a coronavirus vaccine? Latest news on UK and US trials,2020-06-20T08:36:46Z,Telegraph.co.uk,https://www.telegraph.co.uk/global-health/science-and-disease/covid-19-vaccine-trials-coronavirus-uk-human-treatment-latest/
97,How COVID-19 sparked a revolution in healthcare machine learning and AI,2020-06-26T13:51:34Z,BetaNews,https://betanews.com/2020/06/26/covid-19-healthcare-machine-learning/
98,Africa: Covid-19 Exposes Healthcare Shortfalls,2020-06-08T16:40:47Z,AllAfrica - Top Africa News,https://allafrica.com/stories/202006081036.html
99,Covid-19 pandemic forces hospitals to scale up - Hindustan Times,2020-06-12T01:44:00Z,Hindustan Times,https://www.hindustantimes.com/india-news/covid-19-pandemic-forces-hospitals-to-scale-up/story-7iRDBFUC4V5Xk9SgNA6fxM.html
100,Medtech assessor Elektra Labs is offering free evaluations of COVID-19 biosensors to doctors,2020-06-29T13:42:55Z,TechCrunch,http://techcrunch.com/2020/06/29/medtech-assessor-elektra-labs-is-offering-free-evaluations-of-covid-19-biosensors-to-doctors/
101,Coronavirus: Brazil judge orders Bolsonaro to publish full data,2020-06-09T19:29:41Z,BBC News,https://www.bbc.co.uk/news/world-latin-america-52980642
102,Use AI responsibly to uplift historically disenfranchised people during COVID-19,2020-06-22T14:15:08Z,TechCrunch,http://techcrunch.com/2020/06/22/use-ai-responsibly-to-uplift-historically-disenfranchised-people-during-covid-19/
103,What Technology Has Accidentally Killed the Most People?,2020-06-15T12:00:00Z,Gizmodo.com,https://gizmodo.com/what-technology-has-accidentally-killed-the-most-people-1843750086
104,Health Care Workers Protect Us. It’s Time to Protect Them.,2020-06-19T12:05:44Z,Harvard Business Review,https://hbr.org/2020/06/health-care-workers-protect-us-its-time-to-protect-them
105,"How the coronavirus will permanently reshape the healthcare industry, according to 26 top industry leaders",2020-06-24T14:50:00Z,Business Insider,https://www.businessinsider.com/whats-next-ceos-future-leaders-200-healthcare-covid-19-2020-5
106,"Special Report: As world approaches 10 million coronavirus cases, doctors see hope in new treatments - Reuters",2020-06-26T11:12:00Z,Reuters,https://www.reuters.com/article/us-health-coronavirus-lessons-special-re-idUSKBN23X1I5
107,"If the Tories believe in ‘levelling up', why not level up pay for outsourced NHS staff? | Polly Toynbee",2020-06-30T11:00:51Z,Theguardian.comcommentisfree,https://amp.theguardian.comcommentisfree/2020/jun/30/tories-pay-outsourced-nhs-staff-covid-19-bailouts
108,BAME care home residents in UK more likely to die of Covid-19,2020-06-17T15:18:29Z,Theguardian.comworld,https://amp.theguardian.comworld/2020/jun/17/bame-care-home-residents-in-uk-more-likely-to-die-of-covid-19
109,"SPECIAL REPORT-As world approaches 10 million coronavirus cases, doctors see hope in new treatments, lessons learned - Reuters",2020-06-26T11:02:00Z,Reuters,https://www.reuters.com/article/health-coronavirus-lessons-idUSL1N2E22DG
110,Dystopia or utopia? The future of cities could go either way | Chris Michael,2020-06-25T12:27:38Z,Theguardian.comcommentisfree,https://amp.theguardian.comcommentisfree/2020/jun/25/dystopia-or-utopia-the-future-of-cities-could-go-either-way
111,"As coronavirus cases surge to a record, the Trump administration's top doctor says some places likely opened up too early",2020-06-27T16:57:00Z,Business Insider,https://www.businessinsider.com/surgeon-general-some-places-may-have-reopened-too-early-2020-6
112,The Impacts of COVID-19 on Sustainability and Technology,2020-06-06T18:00:44Z,ReadWrite,https://readwrite.com/2020/06/06/the-impacts-of-covid-19-on-sustainability-and-technology/
113,Mental Health Challenges You Might Not Realize Are Pandemic-Related,2020-06-27T21:37:09Z,Yahoo Entertainment,https://news.yahoo.com/mental-health-challenges-might-not-213709707.html
114,'Missing’ COVID Deaths Raise Questions About India’s Tracking of the Outbreak,2020-06-12T14:39:19Z,Vice News,https://www.vice.com/en_us/article/3azdv3/missing-covid-deaths-raise-questions-about-indias-tracking-of-the-outbreak
115,Helping patients where they are: An interview with the president of CVS Caremark,2020-07-01T00:00:00Z,Mckinsey.com,https://www.mckinsey.com/industries/healthcare-systems-and-services/our-insights/helping-patients-where-they-are-an-interview-with-the-president-of-cvs-caremark
116,Six Lessons Learned To Get Ready For The Next Wave Of COVID,2020-06-27T00:12:04Z,Medium,https://medium.com/@dpatil/6-lessons-learned-to-get-ready-for-the-next-wave-of-covid-ee595766d4cb
117,Why COVID-19 Makes People Lose Their Sense of Smell,2020-06-13T16:00:00Z,Scientific American,https://www.scientificamerican.com/article/why-covid-19-makes-people-lose-their-sense-of-smell/
118,Why COVID-19 Makes People Lose Their Sense of Smell,2020-06-13T16:00:00Z,Scientific American,https://www.scientificamerican.com/article/why-covid-19-makes-people-lose-their-sense-of-smell1/
119,How medical racism explains Covid-19 in America,2020-06-02T16:00:00Z,Vox,https://www.vox.com/2020/6/2/21277987/coronavirus-in-black-people-covid-19-testing-treatment-medical-racism
120,Meet the engineer behind China’s first robot-run coronavirus ward,2020-06-24T00:00:00Z,Nature.com,https://www.nature.com/articles/d41586-020-01794-8?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+nature%2Frss%2Fcurrent+%28Nature+-+Issue%29
121,US bought nearly the entire supply of a key coronavirus drug,2020-07-02T21:08:55Z,BGR,https://bgr.com/2020/07/02/coronavirus-treatment-remdesivir-us-buys-gilead-three-months-supply/
122,Meet the engineer behind China’s first robot-run coronavirus ward,2020-06-24T00:00:00Z,Nature.com,https://www.nature.com/articles/d41586-020-01794-8
123,"Spiking numbers, opening venues, guarding beaches: News from around our 50 states",2020-06-17T07:34:48Z,USA Today,https://www.usatoday.com/story/news/50-states/2020/06/17/spiking-numbers-opening-venues-guarding-beaches-news-around-states/111975944/
124,Explained: The drugs India is fighting Covid with,2020-06-08T22:45:12Z,The Indian Express,https://indianexpress.com/article/explained/the-drugs-india-is-fighting-covid-with-6449377/
125,Why the coronavirus has taken so many lives in US nursing homes,2020-06-03T19:30:00Z,Vox,https://www.vox.com/2020/6/3/21279431/nursing-homes-coronavirus-covid-19-deaths-cuomo-cdc
126,"Jobbie Nooner, blowback at bars, fake mask exemptions: News from around our 50 states",2020-06-29T08:58:41Z,USA Today,https://www.usatoday.com/story/news/50-states/2020/06/29/jobbie-nooner-blowback-bars-fake-mask-exemptions-news-around-states/112040286/
127,Pakistan's Covid-19 survivors earn small fortune in black market plasma trade,2020-06-17T16:04:25Z,Telegraph.co.uk,https://www.telegraph.co.uk/news/2020/06/17/pakistans-covid-19-survivors-earn-small-fortune-black-market/
128,The robot recruits in China’s health-care system,2020-06-24T00:00:00Z,Nature.com,https://www.nature.com/articles/d41586-020-01793-9?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+nature%2Frss%2Fcurrent+%28Nature+-+Issue%29
129,Covid-19 news: Leicester faces prolonged lockdown after local outbreak,2020-06-29T17:00:39Z,New Scientist,https://www.newscientist.com/article/2237475-covid-19-news-leicester-faces-prolonged-lockdown-after-local-outbreak/
130,"Tattoos, masks, telemedicine, Yellowstone: News from around our 50 states",2020-06-23T08:02:01Z,USA Today,https://www.usatoday.com/story/news/50-states/2020/06/23/tattoos-masks-telemedicine-yellowstone-news-around-states/111998506/
131,The robot recruits in China’s health-care system,2020-06-24T00:00:00Z,Nature.com,https://www.nature.com/articles/d41586-020-01793-9
132,Virginia Democrats Could Elect The First Black Physician To Congress,2020-06-16T21:04:52Z,HuffPost,https://www.huffpost.com/entry/cameron-webb-first-black-physician-virginia-democrats_n_5ee91770c5b6b6d8fb99bc2d
133,Covid-19 news: UK’s local coronavirus hotspots revealed,2020-07-01T17:00:39Z,New Scientist,https://www.newscientist.com/article/2237475-covid-19-news-uks-local-coronavirus-hotspots-revealed/
134,12 Business Leaders on Rebuilding in the Post-Pandemic Economy,2020-06-25T15:00:00Z,Medium,https://medium.com/authority-magazine/12-business-leaders-share-how-they-plan-to-rebuild-in-the-post-pandemic-economy-1d8e31cca6bd
