,Title,Datetime,Source,URL
16,How this New Jersey hospital fighting coronavirus is helping its workers deal with the trauma,2020-06-10T00:00:00.0000000Z,CNBC,https://www.cnbc.com/2020/06/06/how-this-nj-hospital-staff-is-fighting-covid-19-and-trauma.html
17,Bay Area hospital workers exposed to coronavirus want more testing for themselves,2020-06-18T08:37:00.0000000Z,San Francisco Chronicle,https://www.sfchronicle.com/health/article/Bay-Area-hospital-workers-exposed-to-coronavirus-15348047.php
18,'Missing’ COVID Deaths Raise Questions About India’s Tracking of the Outbreak,2020-06-14T22:31:00.0000000Z,VICE,https://www.vice.com/en_au/article/3azdv3/missing-covid-deaths-raise-questions-about-indias-tracking-of-the-outbreak
19,Cheap drug is first shown to improve COVID-19 survival,2020-06-16T14:32:00.0000000Z,Medical Xpress,https://medicalxpress.com/news/2020-06-drug-survival-covid-.html
20,'Look how far you've come': For some COVID patients recovery takes weeks or months,2020-06-10T14:49:00.0000000Z,Indianapolis Star,https://www.indystar.com/story/news/health/2020/06/10/coronavirus-may-impact-some-longterm-once-acute-infection-passes/3134435001/
21,"Phone Calls, Chit-Chat: How A Delhi COVID Facility Is Helping Fight Isolation",2020-06-14T13:24:00.0000000Z,NDTV,https://www.ndtv.com/delhi-news/coronavirus-phone-calls-chit-chat-how-a-delhi-covid-facility-is-helping-fight-isolation-2246191
22,"Common Drug Reduces Coronavirus Deaths, Scientists Report",2020-06-17T12:58:00.0000000Z,New York Times,https://www.nytimes.com/2020/06/16/world/europe/dexamethasone-coronavirus-covid.html
23,Illinois' best children's hospitals • City sues feds for not opening up Obamacare • COVID-19 drug shows promise,2020-06-17T10:20:00.0000000Z,Crain's Chicago Business,https://www.chicagobusiness.com/health-pulse/illinois-best-childrens-hospitals-city-sues-feds-not-opening-obamacare-covid-19-drug
24,"University of Iowa hospitals boasts 99.7% coronavirus survival rate, amid financial woes",2020-06-04T23:04:00.0000000Z,The Gazette,https://www.thegazette.com/subject/news/education/university-of-iowa-hospitals-boasts-997-coronavirus-survival-rate-amid-financial-woes-20200604
25,Staffing Up For The Surge: Expanding The New York City Public Hospital Workforce During The COVID-19 Pandemic,2020-06-11T20:00:00.0000000Z,Health Affairs,https://www.healthaffairs.org/doi/10.1377/hlthaff.2020.00904
26,WHO halts hydroxychloroquine trials on COVID-19 patients,2020-06-18T11:55:00.0000000Z,Philippine Daily Inquirer,https://newsinfo.inquirer.net/1293960/who-halts-hydroxychloroquine-trials-on-covid-19-patients
27,"US coronavirus deaths top 110,000: Live updates",2020-06-07T00:32:00.0000000Z,Al Jazeera English,https://www.aljazeera.com/news/2020/06/global-coronavirus-death-toll-nears-400000-live-updates-200606234426549.html
28,How India’s public health insurance programme is navigating the Covid-19 crisis,2020-06-09T05:47:00.0000000Z,Quartz,https://qz.com/india/1865845/ayushman-bharat-has-a-role-to-play-in-indias-covid-19-response/
29,Coronavirus Updates: Flushing A Toilet May Spread Coronavirus,2020-06-16T17:55:00.0000000Z,Gothamist,https://gothamist.com/news/coronavirus-updates-june-16-steroid
30,What ICU doctors have learned about COVID-19 — and how they're prepared for a 2nd wave,2020-06-13T10:23:00.0000000Z,Yahoo! News,https://news.yahoo.com/icu-doctors-learned-covid-19-102351114.html
31,New potential COVID-19 drug touted by Oxford University draws skepticism in South Florida,2020-06-18T00:00:00.0000000Z,7News Miami,https://wsvn.com/news/local/new-potential-covid-19-drug-touted-by-oxford-university-draws-skeptics-in-south-florida/
32,Texas study shows COVID-19 convalescent plasma therapy is safe and helps most patients get better,2020-06-18T15:08:00.0000000Z,KVUE,https://www.kvue.com/article/news/health/coronavirus/covid-19-convalescent-plasma-therapy-study/269-33531168-ebaf-4996-a698-3ee297f5d8a3
33,"Phone calls, chit-chat: How a COVID facility in Delhi is helping patients fight corona, isolation",2020-06-14T17:10:00.0000000Z,The Financial Express,https://www.financialexpress.com/lifestyle/health/phone-calls-chit-chat-how-a-covid-facility-in-delhi-is-helping-patients-fight-corona-isolation/1991237/
34,World Bank Response to Covid-19 (Coronavirus) in the Caribbean,2020-06-11T20:22:00.0000000Z,ReliefWeb,https://reliefweb.int/report/haiti/world-bank-response-covid-19-coronavirus-caribbean
35,"Phone calls, chit-chat: How a Covid facility in Delhi is helping patients fight corona, isolation",2020-06-14T11:55:00.0000000Z,Hindustan Times,https://www.hindustantimes.com/delhi-news/phone-calls-chit-chat-how-a-covid-facility-in-delhi-is-helping-patients-fight-corona-isolation/story-RfO9NzBNhb4PMmjbkSYCnM.html
36,'Missing’ COVID Deaths Raise Questions About India’s Tracking of the Outbreak,2020-06-12T15:03:00.0000000Z,VICE,https://www.vice.com/en_in/article/3azdv3/missing-covid-deaths-raise-questions-about-indias-tracking-of-the-outbreak
37,SEHA unveils UAE's first Ct scanning technology to diagnose pneumonia caused by COVID-19,2020-06-16T06:03:00.0000000Z,Emirates247,https://www.emirates247.com/news/emirates/seha-unveils-uae-s-first-ct-scanning-technology-to-diagnose-pneumonia-caused-by-covid-19-2020-06-16-1.694970
38,U.K. study backs HCMC's bullish use of dexamethasone for COVID-19,2020-06-17T00:19:00.0000000Z,StarTribune,https://www.startribune.com/uk-study-backs-hcmc-s-bullish-use-of-dexamethasone-for-covid-19/571304802/
39,New CEO of Healdsburg District Hospital in Sonoma County reveals priorities for weathering the coronavirus impacts,2020-06-08T17:10:00.0000000Z,The North Bay Business Journal,https://www.northbaybusinessjournal.com/northbay/sonomacounty/11003758-181/james-schuessler-healdsburg-district-hospital-interview/
40,Can the Russian Health Care System Cope With the Coronavirus?,2020-06-09T15:35:00.0000000Z,The Nation,https://www.thenation.com/article/world/russia-coronavirus-health-care/
41,Naval Medical Research Contributing to COVID-19 Fight,2020-06-18T14:00:00.0000000Z,United States Navy,https://www.navy.mil/submit/display.asp?story_id=113293
42,Attleboro's Sturdy Memorial Hospital says surpluses will help it weather virus storm,2020-06-12T03:05:00.0000000Z,The Sun Chronicle,https://www.thesunchronicle.com/news/coronavirus/attleboros-sturdy-memorial-hospital-says-surpluses-will-help-it-weather-virus-storm/article_0b218f73-95aa-5ea5-80a5-4d4337db9ccb.html
43,Government COVID-19 Map Looks Great,2020-06-14T01:35:00.0000000Z,Think Advisor,https://www.thinkadvisor.com/2020/06/13/government-covid-19-map-looks-great/
44,U.K. study backs HCMC's bullish use of dexamethasone for COVID-19,2020-06-17T01:56:00.0000000Z,StarTribune,https://www.startribune.com/u-k-study-backs-hcmc-s-bullish-use-of-steroid-for-covid-19/571304802/
45,Two clinical trials use low-dose X-rays to treat COVID-19 pneumonia,2020-06-17T17:44:00.0000000Z,News Medical,https://www.news-medical.net/news/20200617/Two-clinical-trials-use-low-dose-X-rays-to-treat-COVID-19-pneumonia.aspx
46,How One Health System Is Transforming in Response to Covid-19,2020-06-11T12:47:00.0000000Z,Harvard Business Review,https://hbr.org/2020/06/how-one-health-system-is-transforming-in-response-to-covid-19
47,Covid-19: Nine deaths and nine new cases confirmed,2020-06-09T17:03:00.0000000Z,Irish Examiner,https://www.irishexaminer.com/breakingnews/ireland/covid-19-nine-deaths-and-nine-new-cases-confirmed-1004278.html
48,Harrington Discovery Institute announces 12 award winners in its COVID-19 Rapid Response Initiative,2020-06-11T17:55:00.0000000Z,Crain's Cleveland Business,https://www.crainscleveland.com/health-care/harrington-discovery-institute-announces-12-award-winners-its-covid-19-rapid-response
49,Dexamethasone: low-cost drug helps prevent deaths of sickest coronavirus patients,2020-06-17T09:43:00.0000000Z,The Guardian,https://www.theguardian.com/world/2020/jun/16/steroid-found-to-help-prevent-deaths-of-sickest-coronavirus-patients
50,Treating endocrine conditions in the age of COVID-19: What experts have learned,2020-06-08T00:00:00.0000000Z,Healio,https://www.healio.com/news/endocrinology/20200610/treating-endocrine-conditions-in-the-age-of-covid19-what-experts-have-learned
51,Novel biomarkers required to triage and monitor severely ill COVID-19 patients,2020-06-18T14:49:00.0000000Z,News Medical,https://www.news-medical.net/news/20200618/Novel-biomarkers-required-to-triage-and-monitor-severely-ill-COVID-19-patients.aspx
52,Nurse carries on family tradition during COVID-19 outbreak,2020-06-07T22:36:00.0000000Z,Joplin Globe,https://www.joplinglobe.com/news/local_news/nurse-carries-on-family-tradition-during-covid-19-outbreak/article_1e405262-0b64-537c-8000-9bbe194f7c63.html
53,"Biotechnology In the Time of COVID-19: Past, Present, and Future",2020-06-08T06:38:00.0000000Z,Forbes,https://www.forbes.com/sites/alexzhavoronkov/2020/06/08/biotechnology-in-the-time-of-covid-19-past-present-and-future/
54,COVID-19: Europe-Wide Cancer Service Disruption Set to Continue,2020-06-10T13:32:00.0000000Z,Medscape,https://www.medscape.com/viewarticle/932073
55,'Disaster' looms in coronavirus-hit Afghanistan: Live updates,2020-06-06T01:04:00.0000000Z,Al Jazeera English,https://www.aljazeera.com/news/2020/06/brazil-bolsonaro-threatens-exit-live-coronavirus-updates-200606002752178.html
56,Speech-Language Pathologists Join the COVID-19 Front Lines,2020-06-05T22:53:00.0000000Z,WTOP News,https://wtop.com/news/2020/06/speech-language-pathologists-join-the-covid-19-front-lines/
57,Walmart Canada raises more than $6.6 million for children's hospitals during COVID-19 pandemic,2020-06-10T14:03:00.0000000Z,YAHOO!,https://finance.yahoo.com/news/walmart-canada-raises-more-6-130000524.html
58,The Chinese firms on the front lines of Covid-19 mask diplomacy in Africa,2020-06-09T00:40:00.0000000Z,South China Morning Post,https://www.scmp.com/news/china/diplomacy/article/3088075/chinese-firms-front-lines-covid-19-mask-diplomacy-africa
59,"Yorktown man survives COVID-19, month-long coma, and dreams of home",2020-06-08T10:02:00.0000000Z,The Journal News,https://www.lohud.com/story/news/local/westchester/yorktown/2020/06/08/vinny-malvarosa-yorktown-survives-covid-19-coma-dreams-home/3134129001/
60,What Happens If There's a Second Wave?,2020-06-11T19:20:00.0000000Z,Bloomberg,https://www.bloomberg.com/opinion/articles/2020-06-11/coronavirus-what-happens-if-there-s-a-second-wave
61,COVID-19 associated with dramatic decline in ED use by pediatric asthma patients,2020-06-15T15:30:00.0000000Z,EurekAlert!,https://www.eurekalert.org/pub_releases/2020-06/chop-caw061520.php
62,A Promising New COVID-19 Drug Isn't New to Mountaineers,2020-06-19T00:27:00.0000000Z,Outside,https://www.outsideonline.com/2415005/coronavirus-treatment-mountaineering-dexamethasone
63,A Teen's Death From COVID,2020-06-16T15:40:00.0000000Z,Medscape,https://www.medscape.com/viewarticle/932397
64,"Caravan protest in Sacramento seeks community investment, accountability of the wealthy",2020-07-02T11:00:00.0000000Z,Sacramento Bee,https://www.sacbee.com/news/local/article243948197.html
65,Industry Voices—How COVID-19 has exposed the depth of our data-sharing deficiencies,2020-06-15T00:01:00.0000000Z,Fierce Healthcare,https://www.fiercehealthcare.com/tech/industry-voices-how-covid-19-has-exposed-depth-our-data-sharing-deficiencies
66,How AI can help find a coronavirus vaccine,2020-06-12T20:07:00.0000000Z,TechRepublic,https://www.techrepublic.com/article/how-ai-can-help-find-a-coronavirus-vaccine/
67,"Coronavirus: Further nine deaths related to Covid-19 bring toll in State to 1,691",2020-06-09T16:22:00.0000000Z,The Irish Times,https://www.irishtimes.com/news/health/coronavirus-further-nine-deaths-related-to-covid-19-bring-toll-in-state-to-1-691-1.4274834
68,"Statewide cases reach 35,553",2020-06-08T10:02:00.0000000Z,Tennessean,https://www.tennessean.com/story/news/local/coronavirus/2020/06/08/coronavirus-tennessee-news-case-totals-updates/3171652001/
69,Relief Therapeutics and NeuroRx Expand Clinical Trial Evaluating RLF-100 in Critically Ill COVID-19 Patients With Respiratory Failure to Houston Methodist Hospital,2020-06-11T05:38:00.0000000Z,Business Wire,https://www.businesswire.com/news/home/20200610005791/en/Relief-Therapeutics-NeuroRx-Expand-Clinical-Trial-Evaluating
70,Health services should learn long-term lessons of earlier coronavirus outbreaks,2020-06-09T15:35:00.0000000Z,EurekAlert!,http://eurekalert.org/pub_releases/2020-06/uol-hss060920.php
71,U.K. Study Examines Possible Virus Links to Genes,2020-06-10T10:05:00.0000000Z,U.S. News & World Report,https://www.usnews.com/news/best-countries/articles/2020-06-10/british-study-examines-possible-link-between-genes-and-coronavirus
72,Coronavirus: Extension of Abu Dhabi restrictions prompts residents to adjust work arrangements,2020-06-09T11:09:00.0000000Z,Gulf News,https://gulfnews.com/uae/coronavirus-extension-of-abu-dhabi-restrictions-prompts-residents-to-adjust-work-arrangements-1.71948030
73,"Farmer’s Cow faces challenges, delays due to COVID",2020-06-15T14:23:00.0000000Z,Hartford Courant,https://www.courant.com/community/hebron/hc-hc-hebron-farmers-cow-20200615-tofk4bwae5boxnlqlosdkldq54-story.html
74,"Lurie Children’s Hospital misses U.S. News top 10 list for second year in a row, but there’s good news too",2020-06-16T04:05:00.0000000Z,Chicago Tribune,https://www.chicagotribune.com/business/ct-biz-lurie-us-news-top-10-list-20200616-vthrs2aylbdpnjvbrciunxeqna-story.html
75,"Medical bias: From pain pills to COVID-19, racial discrimination in health care festers",2020-06-14T12:11:00.0000000Z,USA Today,https://www.usatoday.com/story/news/health/2020/06/14/festering-racial-bias-health-care-factor-covid-19-disparities/5320187002/
76,'Football has always been the only thing on my mind': A Singaporean footballer's comeback from COVID-19,2020-06-14T04:09:00.0000000Z,Channel NewsAsia Singapore,https://www.channelnewsasia.com/news/sport/covid-19-singapore-footballer-recovery-lionel-tan-hougang-12832232
77,'Perfectly Healthy' 16-Year-Old Who Loved Photography and Video Games Died Suddenly from COVID-19,2020-06-12T21:21:00.0000000Z,People,https://people.com/health/16-year-old-dies-suddenly-from-covid-19/
78,"For the first time, a drug is found to reduce coronavirus death rate",2020-06-17T07:57:00.0000000Z,San Francisco Chronicle,https://www.sfchronicle.com/health/article/For-the-first-time-a-drug-is-found-to-reduce-15345107.php
79,Parson's economic recovery goals hinge on public safety,2020-06-05T01:23:00.0000000Z,Columbia Missourian,https://www.columbiamissourian.com/news/covid19/parsons-economic-recovery-goals-hinge-on-public-safety/article_5452c38e-a6b0-11ea-8300-3b71e821fe7f.html
80,"Advocate in talks to merge with large Michigan hospital chain, may form $17 billion health system, official says",2020-06-17T14:48:00.0000000Z,Chicago Tribune,https://www.chicagotribune.com/business/ct-biz-advocate-aurora-beaumont-merger-talks-20200617-lcvhvfka4zcapemhprhqu643bm-story.html
81,Adaptive Biotechnologies and Microsoft launch groundbreaking ImmuneCODE database to share populationwide immune response to the COVID-19 virus,2020-06-11T13:08:00.0000000Z,Microsoft,https://news.microsoft.com/2020/06/11/adaptive-biotechnologies-and-microsoft-launch-groundbreaking-immunecode-database-to-share-populationwide-immune-response-to-the-covid-19-virus/
82,U.S. Health Care Puts $4 Trillion in All the Wrong Places,2020-06-11T11:06:00.0000000Z,Bloomberg,https://www.bloomberg.com/news/articles/2020-06-11/u-s-health-care-system-was-totally-overwhelmed-by-coronavirus
83,"Forsyth reports 84 new COVID-19 cases; total surpasses 2,000",2020-06-12T17:40:00.0000000Z,Winston-Salem Journal,https://www.journalnow.com/news/local/forsyth-reports-84-new-covid-19-cases-total-surpasses-2-000/article_1d841e59-8bc5-57b8-9c26-1b482294338d.html
84,"Combating Covid-19: US to provide Bangladesh $173 million for response, recovery",2020-06-15T13:20:00.0000000Z,The Daily Star,https://www.thedailystar.net/coronavirus-deadly-new-threat/news/combating-covid-19-us-provide-bangladesh-173-million-response-recovery-1914817
85,Thinking Outside the Box to Test for Covid-19 in Rural Kentucky,2020-06-09T00:00:00.0000000Z,dailyyonder.com,https://dailyyonder.com/thinking-outside-the-box-to-test-for-covid-19-in-rural-kentucky/2020/06/08/
86,Her pregnancy was already high risk. Then she gave birth on a ventilator.,2020-06-10T15:59:00.0000000Z,Washington Post,https://www.washingtonpost.com/dc-md-va/2020/06/10/pregnancy-coronavirus-baby-death/?arc404=true
87,Researchers say they have first evidence of a drug that can improve COVID-19 survival,2020-06-16T14:29:00.0000000Z,Marketplace,https://www.marketplace.org/2020/06/16/covid-19-drug-trial-dexamethasone-improve-survival/
88,"Global Medical Robotics Market: Impact of COVID-19, Trends, Developments and Key Players Analysis (2020-2025) - ResearchAndMarkets.com",2020-06-10T13:57:00.0000000Z,Business Wire,https://www.businesswire.com/news/home/20200610005459/en/Global-Medical-Robotics-Market-Impact-COVID-19-Trends
89,"Africa: What About Africa's Small, Medium Businesses During the COVID-19 Pandemic?",2020-06-05T00:00:00.0000000Z,AllAfrica.com,https://allafrica.com/stories/202006050688.html
90,COVID-19 Lung Damage: Potential Breakthrough Drug Treatment Disclosed by Zhittya Genesis Medicine in Their Newly Released White Paper,2020-06-17T14:30:00.0000000Z,GlobeNewswire,https://www.globenewswire.com/news-release/2020/06/17/2049601/0/en/COVID-19-Lung-Damage-Potential-Breakthrough-Drug-Treatment-Disclosed-by-Zhittya-Genesis-Medicine-in-Their-Newly-Released-White-Paper.html
91,Health Care Analytics And Hospital Efficiency: Ideas For The Post-Pandemic 'New Normal',2020-06-08T11:58:00.0000000Z,Forbes,https://www.forbes.com/sites/forbestechcouncil/2020/06/08/health-care-analytics-and-hospital-efficiency-ideas-for-the-post-pandemic-new-normal/
92,Motus GI Launches Mobile App to Provide On-Demand Support and Resources to Hospitals Using the Pure-Vu® System,2020-06-15T12:09:00.0000000Z,YAHOO!,https://finance.yahoo.com/news/motus-gi-launches-mobile-app-120010020.html
96,Cheap drug is first shown to improve COVID-19 survival,2020-06-16T20:02:00.0000000Z,ABCNews,https://abcnews.go.com/Technology/wireStory/cheap-drug-shown-improve-covid-19-survival-71283897
102,Universal preoperative COVID-19 screening improves pediatric patient safety,2020-06-04T16:48:00.0000000Z,Medical Xpress,https://medicalxpress.com/news/2020-06-universal-preoperative-covid-screening-pediatric.html
135,Why America’s Nurses Were Not Prepared For The Coronavirus Pandemic,2020-06-04T14:01:00.0000000Z,Forbes,https://www.forbes.com/sites/coronavirusfrontlines/2020/06/04/why-americas-nurses-were-not-prepared-for-the-coronavirus-pandemic/
142,COVID-19 linked to drop in pediatric asthma emergency department utilization,2020-06-15T00:00:00.0000000Z,News Medical,https://www.news-medical.net/news/20200615/COVID-19-linked-to-drop-in-pediatric-asthma-emergency-department-utilization.aspx
184,While You Were Sleeping: Coronavirus updates for June 4,2020-06-04T09:41:00.0000000Z,FOX59 News,https://fox59.com/news/coronavirus/while-you-were-sleeping-coronavirus-updates-for-june-4/
195,A common drug can improve COVID-19 survival. But experts urge caution. | Coronavirus Newsletter,2020-06-17T00:16:00.0000000Z,MSN,https://www.msn.com/en-us/news/us/a-common-drug-can-improve-covid-19-survival-but-experts-urge-caution-coronavirus-newsletter/ar-BB15AaKg
209,No raises for UCHealth employees this year as hospital deals with coronavirus fallout,2020-06-17T03:14:00.0000000Z,The Denver Post,https://www.denverpost.com/2020/06/16/no-raises-uchealth-employees-coronavirus/
267,"'Remarkably cheap' steroid called dexamethasone can improve COVID-19 survival, researchers say",2020-06-16T13:14:00.0000000Z,USA Today,https://www.usatoday.com/story/news/health/2020/06/16/coronavirus-drug-steroid-dexamethasone-reduce-covid-deaths/3197420001/
288,Covid-19 Tech Is Another Catalyst for Improving Arab-Israel Ties,2020-06-11T04:00:00.0000000Z,Bloomberg,https://www.bloomberg.com/news/articles/2020-06-11/covid-19-tech-is-another-catalyst-for-improving-arab-israel-ties
291,US surgeons successfully perform double lung transplant on Covid-19 patient for first time,2020-06-12T12:58:00.0000000Z,7News Miami,https://wsvn.com/news/us-world/us-surgeons-successfully-perform-double-lung-transplant-on-covid-19-patient-for-first-time/
294,Dexamethasone is touted to help COVID-19 survival rates. Here's what we know.,2020-06-16T19:59:00.0000000Z,USA Today,https://www.usatoday.com/story/news/health/2020/06/16/dexamethasone-what-we-know-drug-may-help-covid-19-survival/3198841001/
297,Wealthy Hospital System Took $18G From Brewers for COVID-19 Equipment,2020-06-16T09:02:00.0000000Z,The Daily Beast,https://www.thedailybeast.com/inova-hospital-system-took-dollar18g-from-brewers-for-covid-19-equipment
300,"Wealthy Hospital Taps Craft Breweries For Aid To Buy Masks, Gloves",2020-06-16T10:35:00.0000000Z,Kaiser Health News,https://khn.org/news/wealthy-hospital-taps-small-craft-breweries-for-financial-aid-to-buy-masks-gloves/
301,19 states see rising coronavirus cases and Arizona is asking its hospitals to activate emergency plans,2020-06-10T11:13:00.0000000Z,CNN Philippines,https://cnnphilippines.com/world/2020/6/10/19-US-states-see-rising-coronavirus-cases.html
302,12 states see rising Covid-19 hospitalizations as Arizona asks hospitals to activate emergency plans,2020-06-11T11:01:00.0000000Z,7News Miami,https://wsvn.com/news/us-world/12-states-see-rising-covid-19-hospitalizations-as-arizona-asks-hospitals-to-activate-emergency-plans/
303,A critically ill COVID-19 patient just got a double lung transplant,2020-06-14T13:22:00.0000000Z,Science News,https://www.sciencenews.org/article/coronavirus-covid-19-critically-ill-patient-double-lung-transplant
305,"A charming secretary, a 'gregarious' mechanic: US healthcare workers who died of Covid-19 in April",2020-06-12T11:33:00.0000000Z,The Guardian,https://www.theguardian.com/us-news/2020/jun/12/us-health-workers-who-died-covid-19-april
307,Cold plasma against the coronavirus,2020-06-11T17:10:00.0000000Z,Medical Xpress,https://medicalxpress.com/news/2020-06-cold-plasma-coronavirus.html
310,"NYC Health + Hospitals’ Rapid Responses To COVID-19 Were Built On A Foundation Of Emergency Management, Incident Command, and Analytics",2020-06-11T20:25:00.0000000Z,Health Affairs,https://www.healthaffairs.org/do/10.1377/hblog20200609.171463/full/
313,12 states see rising Covid-19 hospitalizations as Arizona asks hospitals to activate emergency plans,2020-06-10T23:10:00.0000000Z,KEYT,https://keyt.com/health/2020/06/10/19-states-see-rising-coronavirus-cases-and-arizona-is-asking-its-hospitals-to-activate-emergency-plans/
317,"A traveling nurse, a bubbly phlebotomist: US health workers who died from Covid-19",2020-06-12T10:07:00.0000000Z,The Guardian,https://www.theguardian.com/us-news/2020/jun/12/us-health-workers-died-coronavirus
318,"As US surpasses 2 million cases, more than a dozen states are seeing spikes",2020-06-11T13:08:00.0000000Z,WMUR9,https://www.wmur.com/article/12-states-see-rising-covid-19-hospitalizations-since-memorial-day-weekend/32827846
320,Clinical updates for diagnostic ultrasound during coronavirus disease (COVID-19) pandemic,2020-06-11T14:04:00.0000000Z,EurekAlert!,https://www.eurekalert.org/pub_releases/2020-06/arrs-cuf061120.php
321,Wealthy Hospital Taps Brewery for Aid to Buy PPE,2020-06-17T10:54:00.0000000Z,Medscape,https://www.medscape.com/viewarticle/932460
325,19 states see rising coronavirus cases and Arizona is asking its hospitals to activate emergency plans,2020-06-10T09:30:00.0000000Z,Channel 3000,https://www.channel3000.com/i/19-states-see-rising-coronavirus-cases-and-arizona-is-asking-its-hospitals-to-activate-emergency-plans/
327,U.S. surgeons perform 1st successful double lung transplant on COVID-19 patient,2020-06-11T18:09:00.0000000Z,KTLA,https://ktla.com/news/nationworld/u-s-surgeons-perform-1st-successful-double-lung-transplant-on-covid-19-patient/
333,"Coronavirus NJ: After weeks on ventilators, two Fusco family survivors tell their stories",2020-06-08T18:39:00.0000000Z,app.com,https://www.app.com/story/news/health/2020/06/08/coronavirus-nj-fusco-siblings-survived-covid-19/3128701001/
336,"Experts say no clear answer for disparity in rise in positive COVID-19 cases, plateau in deaths",2020-06-16T22:09:00.0000000Z,WINK NEWS,https://www.winknews.com/2020/06/16/experts-say-no-clear-answer-for-disparity-in-rise-in-positive-covid-19-cases-plateau-in-deaths/
337,"COVID-19 deaths expected to decrease in U.S. before sharp rise in September, influential model shows",2020-06-11T16:44:00.0000000Z,KTLA,https://ktla.com/news/nationworld/covid-19-deaths-expected-to-decrease-in-u-s-before-sharp-rise-in-september-influential-model-shows/
346,"As coronavirus cases pass 2 million, what's the impact of reopening?",2020-06-13T04:50:00.0000000Z,Yahoo! News,https://news.yahoo.com/coronavirus-cases-pass-2-million-044600574.html
347,COVID-19 exposes gaps in UK’s health and social care data,2020-06-11T12:58:00.0000000Z,Diginomica,https://diginomica.com/covid-19-exposes-gaps-uks-health-and-social-care-data
348,"As coronavirus cases pass 2 million, what’s the impact of reopening?",2020-06-13T04:49:00.0000000Z,Los Angeles Times,https://www.latimes.com/world-nation/story/2020-06-12/as-covid-19-cases-pass-2-million-whats-the-impact-of-reopening
350,Hospitals should not be able to strip away dying patients’ decisions | Opinion,2020-06-16T09:46:00.0000000Z,NJ.com,https://www.nj.com/opinion/2020/06/hospitals-should-not-be-able-to-strip-away-dying-patients-decisions-opinion.html
